Nom_archive,Auteur_recherché,Projet,ID,Titre_unique,Auteur,Résumé,Date,Publication Url,Date de publication
Zenodo,Marc Buée,CANETE,7368133,Expansion of the global RNA virome reveals diverse clades of bacteriophages,Uri Neri,"<p>This deposit is intended to contain the various data generated as part of the RNA Virus in MetaTranscriptomes project (&quot;RVMT&quot;). This initial version is&nbsp;released ahead of time, near the time of submission, in hopes of providing a long lasting&nbsp;resource for the&nbsp;general scientific community. Note well - The authors listed in this initial version release are a partial list only. The&nbsp;RNA Virus in MetaTranscriptomes consortium is a project with over 90 researches from various institutions (see below).</p>

<p>High-throughput RNA sequencing offers broad opportunities to explore the Earth RNA virome. Mining 5,150 diverse metatranscriptomes uncovered &gt;2.5 million RNA virus contigs. Analysis of &gt;330,000 RNA-dependent RNA polymerases (RdRPs) shows that this expansion corresponds to a 5-fold increase of the known RNA virus diversity. Gene content analysis revealed multiple protein domains previously not found in RNA viruses and implicated in virus-host interactions. Extended RdRP phylogeny supports the monophyly of the five established phyla and reveals two putative additional bacteriophage phyla and numerous putative additional classes and orders. The dramatically expanded phylum&nbsp;<em>Lenarviricota</em>, consisting of bacterial and related eukaryotic viruses, now accounts for a third of the RNA virome. Identification of CRISPR spacer matches and bacteriolytic proteins suggests that subsets of picobirnaviruses and partitiviruses, previously associated with eukaryotes, infect prokaryotic hosts.</p>

<p>The RNA Virus in metatranscriptomes consortium:<br>
Adrienne B. Narrowe, Alexander J. Probst, Alexander Sczyrba, Annegret Kohler, Armand S&eacute;guin, Ashley Shade, Barbara J. Campbell, Bj&ouml;rn D. Lindahl, Brandi Kiel Reese, Breanna M. Roque, Chris DeRito, Colin Averill, Daniel Cullen, David A. C. Beck, David A. Walsh, David M. Ward, Dongying Wu, Emiley Eloe-Fadrosh, Eoin L. Brodie, Erica B. Young, Erik A. Lilleskov, Federico J. Castillo, Francis M. Martin, Gary R. LeCleir, Graeme T. Attwood, Hinsby Cadillo-Quiroz, Holly M. Simon, Ian Hewson, Igor V. Grigoriev, James M. Tiedje, Janet K. Jansson, Janey Lee, Jean S. VanderGheynst, Jeff Dangl, Jeff S. Bowman, Jeffrey L. Blanchard, Jennifer L. Bowen, Jiangbing Xu, Jillian F. Banfield, Jody W Deming, Joel E. Kostka, John M. Gladden, Josephine Z Rapp, Joshua Sharpe, Katherine D. McMahon, Kathleen K. Treseder, Kay D. Bidle, Kelly C. Wrighton, Kimberlee Thamatrakoln, Klaus Nusslein, Laura K. Meredith, Lucia Ramirez, Marc Buee, Marcel Huntemann, Marina G. Kalyuzhnaya, Mark P Waldrop, Matthew B Sullivan, Matthew O. Schrenk, Matthias Hess, Michael A. Vega, Michelle A. O&rsquo;Malley, Monica Medina, Naomi E. Gilbert, Nathalie Delherbe, Olivia U. Mason, Paul Dijkstra, Peter F. Chuckran, Petr Baldrian, Philippe Constant, Ramunas Stepanauskas, Rebecca A. Daly, Regina Lamendella, Robert J Gruninger, Robert M. McKay, Samuel Hylander, Sarah L. Lebeis, Sarah P Esser, Silvia G. Acinas, Steven S. Wilhelm, Steven W. Singer, Susannah S. Tringe, Tanja Woyke, TBK Reddy, Terrence H. Bell, Thomas Mock, Tim McAllister, Vera Thiel, Vincent J. Denef, Wen-Tso Liu, Willm Martens-Habbena, Xiao-Jun Allen Liu, Zachary S. Cooper, Zhong Wang. For the full list of authors and related information, please see the spreadsheet tittle &quot;Table S9 - Consortium coauthorship&quot; available in this collection in the folder&nbsp;named&nbsp;&quot;Tables&quot;.</p>",2022-11-27 15:47:02.306142+00:00,10.5281/zenodo.7368133,2022
Zenodo,Ali Faraj,CANETE,7358109,"The Effect of Online Classes on Students Performance During the Outbreak of the COVID-19 Virus ""A Case Study at The University of Halabja in Northern Iraq""","Naz Ali Faraj Faraj, Akram M. ALhamad","<p>The aim of the study is to identify the factors that influence student performance in relation to online classes during the COVID-19 pandemic period and to establish the relationship between these variables. The study is of a quantitative nature, and data was collected from 350 people from all disciplines who were studying at Halabja University in northern Iraq through an online survey. Correlation design was used to test the relationships between attributes of dependent and independent variables using Pearson&#39;s Product Moment Co-effective correlation (𝑟). The results showed that four independent factors were used in the study. Instructor quality, course design, quick feedback and student expectation positively impact student performance. The factors are essential to obtain a high level of performance for our online customers. This study is being conducted during the COVID-19 pandemic period to investigate the impact of online teaching on student performance.</p>",2022-11-24 16:33:15.974042+00:00,10.5281/zenodo.7358109,2022
Zenodo,Philippe Peylin,ALAMOD,7347077,Datasets for greenhouse gasses emissions and removals from inventories and global models over Africa,"Mostefaoui, Mounia","<p>This file includes the&nbsp;data&nbsp;from Mostefaoui&nbsp;et al. (ESSD, under&nbsp;submission), for &nbsp;54&nbsp;countries African&nbsp;countries</p>

<p>&nbsp;The data includes:&nbsp;</p>

<p>(1)&nbsp;CO2 fluxes from global models - satellite inversions and&nbsp;Dynamic Global Vegetation Models (DGVM) -, and from a collection of national inventories&nbsp;for LULUCF, GFEDv4 and FAO data.</p>

<p>&nbsp;DGVM values are the median of 14 models, consistent with the Global Carbon Budget 2020&nbsp;(https://essd.copernicus.org/articles/12/3269/2020/) LULUCF UNFCCC&nbsp;&nbsp;corrected values&nbsp;are from Grassi &nbsp;<a href=""https://priv-bx-myremote.tech.ec.europa.eu/preprints/essd-2022-104/,DanaInfo=.aetugDhuwm0xto76O48y,SSL+"">https://essd.copernicus.org/preprints/essd-2022-104/</a>&nbsp;&nbsp;</p>

<p>(2) CH4 fluxes from global&nbsp;models consistent with the Global Methane&nbsp;Budget 2020 (https://essd.copernicus.org/articles/12/1561/2020/)</p>

<p>(3 N2O&nbsp;fluxes from global models (three inversions)</p>

<p>For further methodological details, see Mostefaoui et al. (ESSD, under submission):</p>

<p>Mounia Mostefaoui, Philippe Ciais, &nbsp;Matthew J. McGrath, Philippe Peylin, Prabir Patra.&nbsp;Greenhouse gasses emissions and their trends over the last three decades across Africa, ESSD (under submission)</p>",2022-11-22 15:47:14.990110+00:00,10.5281/zenodo.7347077,2022
Zenodo,Philippe Ciais,DEEP-C,7347077,Datasets for greenhouse gasses emissions and removals from inventories and global models over Africa,"Mostefaoui, Mounia","<p>This file includes the&nbsp;data&nbsp;from Mostefaoui&nbsp;et al. (ESSD, under&nbsp;submission), for &nbsp;54&nbsp;countries African&nbsp;countries</p>

<p>&nbsp;The data includes:&nbsp;</p>

<p>(1)&nbsp;CO2 fluxes from global models - satellite inversions and&nbsp;Dynamic Global Vegetation Models (DGVM) -, and from a collection of national inventories&nbsp;for LULUCF, GFEDv4 and FAO data.</p>

<p>&nbsp;DGVM values are the median of 14 models, consistent with the Global Carbon Budget 2020&nbsp;(https://essd.copernicus.org/articles/12/3269/2020/) LULUCF UNFCCC&nbsp;&nbsp;corrected values&nbsp;are from Grassi &nbsp;<a href=""https://priv-bx-myremote.tech.ec.europa.eu/preprints/essd-2022-104/,DanaInfo=.aetugDhuwm0xto76O48y,SSL+"">https://essd.copernicus.org/preprints/essd-2022-104/</a>&nbsp;&nbsp;</p>

<p>(2) CH4 fluxes from global&nbsp;models consistent with the Global Methane&nbsp;Budget 2020 (https://essd.copernicus.org/articles/12/1561/2020/)</p>

<p>(3 N2O&nbsp;fluxes from global models (three inversions)</p>

<p>For further methodological details, see Mostefaoui et al. (ESSD, under submission):</p>

<p>Mounia Mostefaoui, Philippe Ciais, &nbsp;Matthew J. McGrath, Philippe Peylin, Prabir Patra.&nbsp;Greenhouse gasses emissions and their trends over the last three decades across Africa, ESSD (under submission)</p>",2022-11-22 15:47:14.990110+00:00,10.5281/zenodo.7347077,2022
Zenodo,Olivier Roupsard,RIFT,7341826,Comparing the performances of Pedotransfer Functions with Hydrus 1D Inverse Parameters Estimation in a deep cultivated sahelian soil,Djim M L Diongue,"<p>Abstract</p>

<p>Knowledge about soil water balance and ecosystem water partitioning is crucial for managing soils in semi-arid areas like the Sahel, but hydraulic parameters are hardly available to run either parsimonious or detailed process models. This study aims at bridging this parameterization gap in a typical deep (&gt; 2m) loamy sand soil from the groundnut basin in Senegal[1]. Five approaches of soil hydraulic parameterization with a range of different complexity were compared: (1) the lookup table of Carsel and Parrish (1988) that use only the soil texture class known as &ldquo;Class PTFs&rdquo;, (2) Rosetta PTFs from only topsoil characterization, (3) Rosetta PTFs with a detailed multilayer soil characterization, and inverse estimation from soil moisture using Hydrus-1D, considering the soil column either as (4) a single soil material and (5) with three-layered soil material. We compared the predicted (i) soil water content (SWC) with high-frequency measurements from 15 cm down to 200 cm deep and (ii) actual evapotranspiration (ET) with Eddy Covariance (EC) data during four consecutive growing seasons under a rotation of pearl millet and peanut crops. The simplest methods (1 &amp; 2) resulted in a significant bias of the predicted SWC, with, however, some predictive ability of Method 2 to simulate the general trends of Swc, especially under peanut crops. Method 3 behaved reasonably with average RMSE for SWC, varying between 0.029 and 0.023 cm<sup>-3</sup>&nbsp;cm<sup>-3</sup>. Method 4 further improved the predictions with RMSE ranging from 0.013 to 0.020 cm<sup>-3</sup>&nbsp;cm<sup>-3</sup>. The best agreement was found under peanut using Method 5 (RMSE &le; 0.013 cm<sup>3</sup>&nbsp;cm<sup>-3</sup>). Methods 3, 4 or 5 behaved satisfactorily for predicting ET whatever the crop, e.g. Method 4 (RMSE= 0.05 cm day-1, NSE= 0.9 and R&sup2;= 0.93) for pearl millet.</p>",2022-11-21 13:05:37.129540+00:00,10.5194/egusphere-egu22-9499,2022
Zenodo,Jérôme Demarty,RIFT,7341795,Modeling gas exchange and biomass production in West African Sahelian and Sudanian ecological zones,Jaber Rahimi,"<p>Abstract</p>

<p>West African Sahelian and Sudanian ecosystems provide essential services to people and also play a significant role within the global carbon cycle. However, climate and land use are dynamically changing, and uncertainty remains with respect to how these changes will affect the potential of these regions to provide food and fodder resources or how they will affect the biosphere&ndash;atmosphere exchange of CO<sub>2</sub>. In this study, we investigate the capacity of a process-based biogeochemical model, LandscapeDNDC, to simulate net ecosystem exchange (NEE) and aboveground biomass of typical managed and natural Sahelian and Sudanian savanna ecosystems. In order to improve the simulation of phenology, we introduced soil-water availability as a common driver of foliage development and productivity for all of these systems. The new approach was tested by using a sample of sites (calibration sites) that provided NEE from flux tower observations as well as leaf area index data from satellite images (MODIS, MODerate resolution Imaging Spectroradiometer). For assessing the simulation accuracy, we applied the calibrated model to 42 additional sites (validation sites) across West Africa for which measured aboveground biomass data were available. The model showed good performance regarding biomass of crops, grass, or trees, yielding correlation coefficients of 0.82, 0.94, and 0.77 and root-mean-square errors of 0.15, 0.22, and 0.12&thinsp;kg&thinsp;m<sup>&minus;2</sup>,&nbsp;respectively. The simulations indicate aboveground carbon stocks of up to 0.17, 0.33, and 0.54&thinsp;kg&thinsp;C&thinsp;ha<sup>&minus;1</sup>&thinsp;m<sup>&minus;2</sup>&nbsp;for agricultural, savanna grasslands, and savanna mixed tree&ndash;grassland sites, respectively. Carbon stocks and exchange rates were particularly correlated with the abundance of trees, and grass biomass and crop yields were higher under more humid climatic conditions. Our study shows the capability of LandscapeDNDC to accurately simulate carbon balances in natural and agricultural ecosystems in semiarid West Africa under a wide range of conditions; thus, the model could be used to assess the impact of land-use and climate change on the regional biomass productivity.</p>",2022-11-21 12:56:41.329258+00:00,10.5194/gmd-14-3789-2021,2022
Zenodo,Jean-Martial Cohard,RIFT,7341795,Modeling gas exchange and biomass production in West African Sahelian and Sudanian ecological zones,Jaber Rahimi,"<p>Abstract</p>

<p>West African Sahelian and Sudanian ecosystems provide essential services to people and also play a significant role within the global carbon cycle. However, climate and land use are dynamically changing, and uncertainty remains with respect to how these changes will affect the potential of these regions to provide food and fodder resources or how they will affect the biosphere&ndash;atmosphere exchange of CO<sub>2</sub>. In this study, we investigate the capacity of a process-based biogeochemical model, LandscapeDNDC, to simulate net ecosystem exchange (NEE) and aboveground biomass of typical managed and natural Sahelian and Sudanian savanna ecosystems. In order to improve the simulation of phenology, we introduced soil-water availability as a common driver of foliage development and productivity for all of these systems. The new approach was tested by using a sample of sites (calibration sites) that provided NEE from flux tower observations as well as leaf area index data from satellite images (MODIS, MODerate resolution Imaging Spectroradiometer). For assessing the simulation accuracy, we applied the calibrated model to 42 additional sites (validation sites) across West Africa for which measured aboveground biomass data were available. The model showed good performance regarding biomass of crops, grass, or trees, yielding correlation coefficients of 0.82, 0.94, and 0.77 and root-mean-square errors of 0.15, 0.22, and 0.12&thinsp;kg&thinsp;m<sup>&minus;2</sup>,&nbsp;respectively. The simulations indicate aboveground carbon stocks of up to 0.17, 0.33, and 0.54&thinsp;kg&thinsp;C&thinsp;ha<sup>&minus;1</sup>&thinsp;m<sup>&minus;2</sup>&nbsp;for agricultural, savanna grasslands, and savanna mixed tree&ndash;grassland sites, respectively. Carbon stocks and exchange rates were particularly correlated with the abundance of trees, and grass biomass and crop yields were higher under more humid climatic conditions. Our study shows the capability of LandscapeDNDC to accurately simulate carbon balances in natural and agricultural ecosystems in semiarid West Africa under a wide range of conditions; thus, the model could be used to assess the impact of land-use and climate change on the regional biomass productivity.</p>",2022-11-21 12:56:41.329258+00:00,10.5194/gmd-14-3789-2021,2022
Zenodo,Olivier Roupsard,RIFT,7341795,Modeling gas exchange and biomass production in West African Sahelian and Sudanian ecological zones,Jaber Rahimi,"<p>Abstract</p>

<p>West African Sahelian and Sudanian ecosystems provide essential services to people and also play a significant role within the global carbon cycle. However, climate and land use are dynamically changing, and uncertainty remains with respect to how these changes will affect the potential of these regions to provide food and fodder resources or how they will affect the biosphere&ndash;atmosphere exchange of CO<sub>2</sub>. In this study, we investigate the capacity of a process-based biogeochemical model, LandscapeDNDC, to simulate net ecosystem exchange (NEE) and aboveground biomass of typical managed and natural Sahelian and Sudanian savanna ecosystems. In order to improve the simulation of phenology, we introduced soil-water availability as a common driver of foliage development and productivity for all of these systems. The new approach was tested by using a sample of sites (calibration sites) that provided NEE from flux tower observations as well as leaf area index data from satellite images (MODIS, MODerate resolution Imaging Spectroradiometer). For assessing the simulation accuracy, we applied the calibrated model to 42 additional sites (validation sites) across West Africa for which measured aboveground biomass data were available. The model showed good performance regarding biomass of crops, grass, or trees, yielding correlation coefficients of 0.82, 0.94, and 0.77 and root-mean-square errors of 0.15, 0.22, and 0.12&thinsp;kg&thinsp;m<sup>&minus;2</sup>,&nbsp;respectively. The simulations indicate aboveground carbon stocks of up to 0.17, 0.33, and 0.54&thinsp;kg&thinsp;C&thinsp;ha<sup>&minus;1</sup>&thinsp;m<sup>&minus;2</sup>&nbsp;for agricultural, savanna grasslands, and savanna mixed tree&ndash;grassland sites, respectively. Carbon stocks and exchange rates were particularly correlated with the abundance of trees, and grass biomass and crop yields were higher under more humid climatic conditions. Our study shows the capability of LandscapeDNDC to accurately simulate carbon balances in natural and agricultural ecosystems in semiarid West Africa under a wide range of conditions; thus, the model could be used to assess the impact of land-use and climate change on the regional biomass productivity.</p>",2022-11-21 12:56:41.329258+00:00,10.5194/gmd-14-3789-2021,2022
Zenodo,Olivier Roupsard,RIFT,7341760,Root litter decomposition in a sub-Sahelian agroforestry parkland dominated by Faidherbia albida,Lor`ene Siegwart,"<p>Abstract:</p>

<p>In&nbsp;<a href=""https://www.sciencedirect.com/topics/agricultural-and-biological-sciences/agroforestry"">agroforestry systems</a>, fine roots grow at several depths due to the mixture of trees and annual crops. The decomposition of fine roots contributes to&nbsp;<a href=""https://www.sciencedirect.com/topics/agricultural-and-biological-sciences/soil-organic-carbon"">soil organic carbon</a>&nbsp;stocks and may impact&nbsp;<a href=""https://www.sciencedirect.com/topics/earth-and-planetary-sciences/soil-fertility"">soil fertility</a>, particularly in poor soils, such as those encountered in sub-Sahelian regions. The aim of our study was to measure the decomposition rate of root litter from annual and&nbsp;<a href=""https://www.sciencedirect.com/topics/agricultural-and-biological-sciences/perennials"">perennial</a>&nbsp;species according to soil depth and location under and far from trees in a sub-Sahelian agroforestry parkland.</p>

<p>Soil characteristics under and far from the trees were analysed from&nbsp;<a href=""https://www.sciencedirect.com/topics/agricultural-and-biological-sciences/topsoil"">topsoil</a>&nbsp;to 200&nbsp;cm depth. Faidherbia tree,&nbsp;<a href=""https://www.sciencedirect.com/topics/agricultural-and-biological-sciences/pearl-millet"">pearl millet</a>&nbsp;and cowpea root litter samples were buried in litterbags for 15 months at 20, 40, 90 and 180&nbsp;cm depths.</p>

<p>Root&nbsp;<a href=""https://www.sciencedirect.com/topics/agricultural-and-biological-sciences/litter-decomposition"">litter decomposition</a>&nbsp;was mainly impacted by soil moisture and soil depth. Faidherbia decomposed more slowly (36&nbsp;&plusmn;&nbsp;12% remaining mass after 15 months) than cowpea and pearl millet roots (23&nbsp;&plusmn;&nbsp;7% and 29&nbsp;&plusmn;&nbsp;11% respectively). Pearl millet&nbsp;<a href=""https://www.sciencedirect.com/topics/agricultural-and-biological-sciences/aboveground-biomass"">aboveground biomass</a>, at harvesting time, was twice as high under (992&nbsp;g&nbsp;m<sup>&minus;2</sup>) than far (433&nbsp;g&nbsp;m<sup>&minus;2</sup>) from the tree, and&nbsp;<a href=""https://www.sciencedirect.com/topics/agricultural-and-biological-sciences/belowground-biomass"">belowground biomass</a>&nbsp;(0&ndash;200&nbsp;cm of depth) was 30.9&nbsp;g&nbsp;m<sup>&minus;2</sup>&nbsp;and 19.6&nbsp;g&nbsp;m<sup>&minus;2</sup>&nbsp;under and far from the tree, respectively. Faidherbia fine roots contributed slightly (p-value &lt; 0.1) to higher stocks of C under the tree (7761&nbsp;&plusmn;&nbsp;346&nbsp;g&nbsp;m<sup>&minus;2</sup>) than far from it (5425&nbsp;&plusmn;&nbsp;558&nbsp;g&nbsp;m<sup>&minus;2</sup>) and from 0&nbsp;cm down to 200&nbsp;cm depth.</p>",2022-11-21 12:48:51.275620+00:00,10.1016/j.jaridenv.2021.104696,2022
Zenodo,Isabelle Bertrand,CrosyeN,7341760,Root litter decomposition in a sub-Sahelian agroforestry parkland dominated by Faidherbia albida,Lor`ene Siegwart,"<p>Abstract:</p>

<p>In&nbsp;<a href=""https://www.sciencedirect.com/topics/agricultural-and-biological-sciences/agroforestry"">agroforestry systems</a>, fine roots grow at several depths due to the mixture of trees and annual crops. The decomposition of fine roots contributes to&nbsp;<a href=""https://www.sciencedirect.com/topics/agricultural-and-biological-sciences/soil-organic-carbon"">soil organic carbon</a>&nbsp;stocks and may impact&nbsp;<a href=""https://www.sciencedirect.com/topics/earth-and-planetary-sciences/soil-fertility"">soil fertility</a>, particularly in poor soils, such as those encountered in sub-Sahelian regions. The aim of our study was to measure the decomposition rate of root litter from annual and&nbsp;<a href=""https://www.sciencedirect.com/topics/agricultural-and-biological-sciences/perennials"">perennial</a>&nbsp;species according to soil depth and location under and far from trees in a sub-Sahelian agroforestry parkland.</p>

<p>Soil characteristics under and far from the trees were analysed from&nbsp;<a href=""https://www.sciencedirect.com/topics/agricultural-and-biological-sciences/topsoil"">topsoil</a>&nbsp;to 200&nbsp;cm depth. Faidherbia tree,&nbsp;<a href=""https://www.sciencedirect.com/topics/agricultural-and-biological-sciences/pearl-millet"">pearl millet</a>&nbsp;and cowpea root litter samples were buried in litterbags for 15 months at 20, 40, 90 and 180&nbsp;cm depths.</p>

<p>Root&nbsp;<a href=""https://www.sciencedirect.com/topics/agricultural-and-biological-sciences/litter-decomposition"">litter decomposition</a>&nbsp;was mainly impacted by soil moisture and soil depth. Faidherbia decomposed more slowly (36&nbsp;&plusmn;&nbsp;12% remaining mass after 15 months) than cowpea and pearl millet roots (23&nbsp;&plusmn;&nbsp;7% and 29&nbsp;&plusmn;&nbsp;11% respectively). Pearl millet&nbsp;<a href=""https://www.sciencedirect.com/topics/agricultural-and-biological-sciences/aboveground-biomass"">aboveground biomass</a>, at harvesting time, was twice as high under (992&nbsp;g&nbsp;m<sup>&minus;2</sup>) than far (433&nbsp;g&nbsp;m<sup>&minus;2</sup>) from the tree, and&nbsp;<a href=""https://www.sciencedirect.com/topics/agricultural-and-biological-sciences/belowground-biomass"">belowground biomass</a>&nbsp;(0&ndash;200&nbsp;cm of depth) was 30.9&nbsp;g&nbsp;m<sup>&minus;2</sup>&nbsp;and 19.6&nbsp;g&nbsp;m<sup>&minus;2</sup>&nbsp;under and far from the tree, respectively. Faidherbia fine roots contributed slightly (p-value &lt; 0.1) to higher stocks of C under the tree (7761&nbsp;&plusmn;&nbsp;346&nbsp;g&nbsp;m<sup>&minus;2</sup>) than far from it (5425&nbsp;&plusmn;&nbsp;558&nbsp;g&nbsp;m<sup>&minus;2</sup>) and from 0&nbsp;cm down to 200&nbsp;cm depth.</p>",2022-11-21 12:48:51.275620+00:00,10.1016/j.jaridenv.2021.104696,2022
Zenodo,Frédéric Frappart,ALAMOD,7299823,A long-term monthly surface water storage dataset for the Congo basin from 1992 to 2015,"Kitambo, Benjamin","<p><strong>1. Summary</strong></p>

<p>The Congo basin&rsquo;s Surface Water Storage (SWS) datasets are generated by Benjamin Kitambo, Fabrice Papa, Adrien Paris, Raphael M. Tshimanga, Frederic Frappart, Stephane Calmant, Omid Elmi, Ayan Santos Fleischmann, Melanie Becker, Mohammad J. Tourian, R&ocirc;mulo A. Juc&aacute; Oliveira, Sly Wongchuig in the article entitled &quot;A long-term monthly surface water storage dataset for the Congo basin from 1992 to 2015&quot;, <strong><em>Earth System Science Data (submitted)</em></strong>.</p>

<p>The dataset was generated using two methods, one based on a multi-satellite approach and one on a hypsometric curve approach. The multi-satellite approach consists of the combination of surface water extent (SWE) from the Global Inundation Extent from Multi-satellite (GIEMS-2) and satellite-derived surface water height (SWH) from radar altimetry (long-term series ERS-2_ENV_SRL) on the same period of availability for the two datasets, here 1995-2015. The hypsometric curve approach consists of the combination of SWE from GIEMS-2 dataset and hypsometric curves obtained from various digital elevation models (DEMs) (i.e., ASTER, ALOS, MERIT, and FABDEM). Both methods estimate monthly spatio-temporal variations of SWS changes across the entire Congo River basin.</p>

<p><strong>2. Name Description</strong></p>

<ul>
	<li>HYPSO_XX: hypsometric curve providing the surface water extent area-elevation relationship from XX (where XX stands for ASTER, ALOS, MERIT, and FABDEM DEMs).</li>
	<li>HYPSO_CORR_XX: corrected hypsometric curve providing the surface water extent area-elevation relationship from XX (where XX stands for ASTER, ALOS, MERIT, and FABDEM DEMs).</li>
	<li>AREA_STOR_XX: hypsometric curve providing the surface water extent area-storage relationship from XX (where XX stands for ASTER, ALOS, MERIT, and FABDEM DEMs).</li>
	<li>SWS_XX: monthly surface water storage variations from XX (where XX stands for ASTER, ALOS, MERIT, FABDEM DEMs, and Multi-satellite approach).</li>
</ul>

<p><strong>3. File Description </strong></p>

<p>The SWS estimates from the multi-satellite approach (1995-2015), as well as the hypsometric curves providing the surface water extent area-elevation relationship from the four DEMs (before and after the corrections), the surface water extent area-storage relationship, along with the four SWS estimates (1992-2005).</p>

<p>The dataset is gridded on equal-area of 0.25&deg; spatial resolution at the equator, each pixel covers almost 773 km&sup2;.&nbsp; The reference point for calculating the volume variation is the minimum of surface water extent for each pixel.</p>

<p>The files are organized in matrix:</p>

<ul>
	<li><strong>First column</strong> represents the latitude in degree.</li>
	<li><strong>Second column</strong> represents the longitude in degree.</li>
	<li><strong>From the third column</strong>: data. In case of hypsometric curve, the data represents elevation in meter on 101 columns representing the increment of 1% flooding in each 773 km<sup>2</sup> pixel from GIEMS-2. In case of SWS&nbsp;data (in km&sup3;), there are 288 (respectively 252) columns representing each month of the period over 1992-2015 (respectively 1995-2015) from hypsometric curve approach (respectively multi-satellite approach).</li>
</ul>",2022-11-07 15:42:22.906002+00:00,10.5281/zenodo.7299823,2022
Zenodo,Cornélia Rumpel,TROPECOS,7270534,Synergy between early soil formation and organic matter build-up: a study case in a 20-year Technosol chronosequence,Francisco Ruiz,"<p>Supporting dataset for paper.</p>

<p>&nbsp;</p>",2022-11-01 10:37:11.296442+00:00,10.5281/zenodo.7270534,2022
