Acronyme PEPR,Acronyme projet,Acronyme unité,Type_Data,Source de l'information,Code RNSR,Type structure,Libellé structure,Sigle structure,Lien établissement,Adresse,Latitude,Longitude,Mail,Domaines scientifiques,Discipline ERC,Responsable
FairCarboN,CABESTAN,MMS,Labo,email Bourdin Simon ANR 12/06/2024,199613759C,Unité mixte,"INSTITUT DES SUBSTANCES ET ORGANISMES DE LA MER (ex MER, MOLECULES ET SANTE)",ISOMER,"Nantes Université-tutelle (UR 2160),
U.CATHOLI.OUEST-tutelle (EA 2160)",UNIVERSITE DE NANTESUFR des Sciences Pharmaceutiques1 rue Gaston Veil53508-44035-NANTES CEDEX 01,47.2110925,-1.5553912,olivier.grovel@univ-nantes.fr,"5-Biologie, médecine et santé                                                                         3-Sciences de la terre et de l'univers, espace                                                        4-Chimie                                                                                              10-Sciences agronomiques et écologiques                                                                ","LS7-Prevention, Diagnosis and Treatment of Human Diseases : Medical technologies and tools for prevention, diagnosis and treatment of human diseases, therapeutic approaches and interventions, pharmacology, preventative medicine, epidemiology and public health, digital medicine,
PE9-Universe Sciences : Astro-physics/-chemistry/-biology; solar system; planetary systems; stellar, galactic and extragalactic astronomy; cosmology; space sciences; astronomical instrumentation and data,
LS9-Biotechnology and Biosystems Engineering : Biotechnology using all organisms, biotechnology for environment and food applications, applied plant and animal sciences, bioengineering and synthetic biology, biomass and biofuels, biohazards,
LS8-Environmental Biology, Ecology and Evolution : Ecology, biodiversity, environmental change, evolutionary biology, behavioural ecology, microbial ecology, marine biology, ecophysiology, theoretical developments and modelling,
LS1-Molecules of Life: Biological Mechanisms, Structures and Functions : Molecular biology, biochemistry, structural biology, molecular biophysics, synthetic and chemical biology, drug design, innovative methods and modelling,
LS6-Immunity, Infection and Immunotherapy : The immune system, related disorders and their mechanisms, biology of infectious agents and infection, biological basis of prevention and treatment of infectious diseases, innovative immunological tools and approaches, including therapies,
LS2-Integrative Biology: from Genes and Genomes to Systems : Genetics, epigenetics, genomics and other ‘omics studies, bioinformatics, systems biology, genetic diseases, gene editing, innovative methods and modelling, ‘omics for personalised medicine","M. Olivier GROVEL (),
Mme Justine DUMAY (Directrice-adjointe)"
FairCarboN,CANETE,Agroécologie,Labo,Liste dans email Perrine - Gwenaelle Lashermes RST 20/06/2024,201220381F,Unité mixte,AGROECOLOGIE - UMR 1347,,"DIJON-tutelle (UMR 1347),
UBFC-tutelle (UMR 1347),
INRAE-tutelle (UMR 1347),
Institut Agro-tutelle (UMR 1347)",17  rue Sully BP 86510-21065-Dijon,47.3172077,5.0693536,,"10-Sciences agronomiques et écologiques                                                                5-Biologie, médecine et santé                                                                         3-Sciences de la terre et de l'univers, espace","LS1-Molecules of Life: Biological Mechanisms, Structures and Functions : Molecular biology, biochemistry, structural biology, molecular biophysics, synthetic and chemical biology, drug design, innovative methods and modelling,
LS3-Cellular, Developmental and Regenerative Biology : Structure and function of the cell, cell-cell communication, embryogenesis, tissue differentiation, organogenesis, growth, development, evolution of development, organoids, stem cells, regeneration, therapeutic approaches,
LS9-Biotechnology and Biosystems Engineering : Biotechnology using all organisms, biotechnology for environment and food applications, applied plant and animal sciences, bioengineering and synthetic biology, biomass and biofuels, biohazards,
LS8-Environmental Biology, Ecology and Evolution : Ecology, biodiversity, environmental change, evolutionary biology, behavioural ecology, microbial ecology, marine biology, ecophysiology, theoretical developments and modelling","M. Sylvain JEANDROZ (Directeur Adjoint),
M. Fabrice MARTIN LAURENT (Directeur),
Mme Marie-Claude LEMOINE (Directrice Adjointe),
M. Laurent PHILIPPOT (Directeur Adjoint),
M. Adam VANBERGEN (Directeur Adjoint)"
FairCarboN,CANETE,BEF,Labo,Liste dans email Perrine - Gwenaelle Lashermes RST 20/06/2024,200117918B,Unité propre,Biogéochimie des Ecosystèmes Forestiers,BEF,INRAE-tutelle (UR 1138),INRA Champenoux-54280-Champenoux,48.744439,6.348987,,10-Sciences agronomiques et écologiques,,"M. Bernhard ZELLER (Directeur),
M. Arnaud LEGOUT (Directeur adjoint)"
FairCarboN,CANETE,BioEcoAgro,Labo,Liste dans email Perrine - Gwenaelle Lashermes RST 20/06/2024,202023591K,Unité mixte,UMR 1158 - BioEcoAgro - UMR Transfrontalière BioEcoAgro,,"INRAE-tutelle (UMR 1158),
ARTOIS-participant ( ),
LILLE-tutelle (UMR 1158),
JUNIA-tutelle ( ),
AMIENS-tutelle (UMR 1158),
LITTORAL-participant ( )",Cité Scientifique - Bâtiment Polytech - Aile C-59650-Villeneuve d'Ascq,49.6100251,3.6639052,,10-Sciences agronomiques et écologiques                                                                8-Sciences pour l'ingénieur,"LS3-Cellular, Developmental and Regenerative Biology : Structure and function of the cell, cell-cell communication, embryogenesis, tissue differentiation, organogenesis, growth, development, evolution of development, organoids, stem cells, regeneration, therapeutic approaches,
LS2-Integrative Biology: from Genes and Genomes to Systems : Genetics, epigenetics, genomics and other ‘omics studies, bioinformatics, systems biology, genetic diseases, gene editing, innovative methods and modelling, ‘omics for personalised medicine,
LS9-Biotechnology and Biosystems Engineering : Biotechnology using all organisms, biotechnology for environment and food applications, applied plant and animal sciences, bioengineering and synthetic biology, biomass and biofuels, biohazards,
PE8-Products and Processes Engineering : Product and process design, chemical, civil, environmental, mechanical, vehicle engineering, energy processes and relevant computational methods,
LS1-Molecules of Life: Biological Mechanisms, Structures and Functions : Molecular biology, biochemistry, structural biology, molecular biophysics, synthetic and chemical biology, drug design, innovative methods and modelling",
FairCarboN,CANETE,Eco&Sols,Labo,Liste dans email Perrine - Gwenaelle Lashermes RST 20/06/2024,199917859W,Unité mixte,Ecologie Fonctionnelle et Biogéochimie des Sols et Agrosystèmes,Eco&Sols,"CIRAD-tutelle (UMR 111),
Institut Agro-tutelle ( ),
INRAE-tutelle (UMR 1222),
IRD-tutelle (UMR 210)",Campus Institut Agro Montpellier- 2 PLACE Viala - 34060 MONTPELLIER CEDEX 2,43.617144,3.8547696,eco-sols@ird.fr,10-Sciences agronomiques et écologiques,"LS9-Biotechnology and Biosystems Engineering : Biotechnology using all organisms, biotechnology for environment and food applications, applied plant and animal sciences, bioengineering and synthetic biology, biomass and biofuels, biohazards",
FairCarboN,CANETE,ECOSYS,Labo,Liste dans email Perrine - Gwenaelle Lashermes RST 20/06/2024,201521783S,Unité mixte,Ecologie fonctionnelle et écotoxicologie des agroécosystèmes,ECOSYS,"AGROPARISTECH-tutelle (UMR 1402),
INRAE-tutelle (UMR 1402),
U PARIS-SACLAY-tutelle ( )",Campus Agro Paris-Saclay - 22 place de l'Agronomie-91120-PALAISEAU,48.7140958,2.1959595,umr-ecosys@inrae.fr,10-Sciences agronomiques et écologiques,"LS8-Environmental Biology, Ecology and Evolution : Ecology, biodiversity, environmental change, evolutionary biology, behavioural ecology, microbial ecology, marine biology, ecophysiology, theoretical developments and modelling","M. Erwan PERSONNE (Directeur adjoint),
M. Cyril GIRARDIN (Directeur adjoint),
Mme Sylvie LA MANTIA (Directrice adjointe),
M. Pierre BENOIT (Directeur)"
FairCarboN,CANETE,ESE,Labo,Liste dans email Perrine - Gwenaelle Lashermes RST 20/06/2024,200212739T,Unité mixte,"Écologie, systématique et évolution",ESE,"AGROPARISTECH-tutelle (UMR 8079),
CNRS-tutelle (UMR 8079),
U PARIS-SACLAY-tutelle ( )","Université Paris-Saclay, Bâtiment IDEEV - 680, 12 Route RD128-91190-Gif-Sur-Yvette",48.71051406860352,2.1532793045043945,direction.ese@universite-paris-saclay.fr,,"LS9-Biotechnology and Biosystems Engineering : Biotechnology using all organisms, biotechnology for environment and food applications, applied plant and animal sciences, bioengineering and synthetic biology, biomass and biofuels, biohazards","M. Bruno COLAS (DIR-ADJ),
Mme Nathalie FRASCARIA-LACOSTE (DIR),
M. Stéphane BAZOT (DIR-ADJ)"
FairCarboN,CANETE,FARE,Labo,Liste dans email Perrine - Gwenaelle Lashermes RST 20/06/2024,199417885W,Unité mixte,Fractionnement des Agro-Ressources et  Environnement,FARE,"REIMS-tutelle (UMR 614),
INRAE-tutelle (UMR 0614)",2 esplanade Roland Garros BP 224-51686-Reims,49.2384995,4.0625913,gabriel.paes@inrae.fr,8-Sciences pour l'ingénieur                                                                           10-Sciences agronomiques et écologiques,"LS9-Biotechnology and Biosystems Engineering : Biotechnology using all organisms, biotechnology for environment and food applications, applied plant and animal sciences, bioengineering and synthetic biology, biomass and biofuels, biohazards","Mme Gwenaelle LASHERMES (Directrice adjointe),
M. GABRIEL PAES (DIRECTEUR),
Mme CAROLINE REMOND (DIRECTEUR ADJOINT)"
FairCarboN,CANETE,IAM,Labo,Liste dans email Perrine - Gwenaelle Lashermes RST 20/06/2024,200117307M,Unité mixte,Interactions Arbres/Micro-organismes,IAM,"LORRAINE-tutelle (UMR_A 1136),
INRAE-tutelle (UMR 1136)",INRAE - Centre de Nancy - Route de l'Arboretum-54280-Champenoux,48.74431991577149,6.350589752197266,pascal.frey@univ-lorraine.fr,"10-Sciences agronomiques et écologiques                                                                5-Biologie, médecine et santé","LS2-Integrative Biology: from Genes and Genomes to Systems : Genetics, epigenetics, genomics and other ‘omics studies, bioinformatics, systems biology, genetic diseases, gene editing, innovative methods and modelling, ‘omics for personalised medicine,
LS3-Cellular, Developmental and Regenerative Biology : Structure and function of the cell, cell-cell communication, embryogenesis, tissue differentiation, organogenesis, growth, development, evolution of development, organoids, stem cells, regeneration, therapeutic approaches,
LS9-Biotechnology and Biosystems Engineering : Biotechnology using all organisms, biotechnology for environment and food applications, applied plant and animal sciences, bioengineering and synthetic biology, biomass and biofuels, biohazards,
LS8-Environmental Biology, Ecology and Evolution : Ecology, biodiversity, environmental change, evolutionary biology, behavioural ecology, microbial ecology, marine biology, ecophysiology, theoretical developments and modelling","Mme Claire VENEAULT-FOURREY (DIR-ADJ),
M. Pascal FREY (DIR),
M. Arnaud HECKER (DIR-ADJ)"
FairCarboN,CANETE,iEES,Labo,Liste dans email Perrine - Gwenaelle Lashermes RST 20/06/2024,200517555P,Unité mixte,Institut d'écologie et des sciences de l'environnement de Paris,iEES,"UPEC-tutelle (UMR 7618),
CNRS-tutelle (UMR 7618),
IRD-tutelle (UMR 242),
INRAE-tutelle (UMR 1392),
SORBONNE UNIV.-tutelle (UM 113),
U PARIS Cité-participant (UMR 7618)",4 Place Jussieu 75252 PARIS CEDEX 05,48.84586715698242,2.354955673217773,martine.maibeche@sorbonne-universite.fr,"3-Sciences de la terre et de l'univers, espace                                                        4-Chimie                                                                                              10-Sciences agronomiques et écologiques","LS9-Biotechnology and Biosystems Engineering : Biotechnology using all organisms, biotechnology for environment and food applications, applied plant and animal sciences, bioengineering and synthetic biology, biomass and biofuels, biohazards,
LS8-Environmental Biology, Ecology and Evolution : Ecology, biodiversity, environmental change, evolutionary biology, behavioural ecology, microbial ecology, marine biology, ecophysiology, theoretical developments and modelling",
FairCarboN,CANETE,ISPA,Labo,Liste dans email Perrine - Gwenaelle Lashermes RST 20/06/2024,201421781U,Unité mixte,Interaction Sol Plante Atmosphère,ISPA,"INRAE-tutelle (UMR 1391),
BORDEAUX SCIENCES AGRO-tutelle ( )",71  avenue Edouard Bourlaux CS20032-33883-Villenave D'Ornon,44.77327,-0.5442,,10-Sciences agronomiques et écologiques,"LS8-Environmental Biology, Ecology and Evolution : Ecology, biodiversity, environmental change, evolutionary biology, behavioural ecology, microbial ecology, marine biology, ecophysiology, theoretical developments and modelling","Mme Pauline DEFOSSEZ (Directrice adjointe),
M. Alain MOLLIER (Directeur)"
FairCarboN,CANETE,ISTeP,Labo,Liste dans email Perrine - Gwenaelle Lashermes RST 20/06/2024,200918450V,Unité mixte,Institut des sciences de la Terre Paris,ISTEP,"SORBONNE UNIV.-tutelle (UMR 7193),
CNRS-tutelle (UMR 7193)",4 Place Jussieu 75252 PARIS CEDEX 05,48.84586715698242,2.354955673217773,direction-istep@upmc.fr,"3-Sciences de la terre et de l'univers, espace","PE10-Earth System Science : Physical geography, geology, geophysics, atmospheric sciences, oceanography, climatology, cryology, ecology, global environmental change, biogeochemical cycles, natural resources management",
FairCarboN,CANETE,LAE,Labo,Liste dans email Perrine - Gwenaelle Lashermes RST 20/06/2024,200116904Z,Unité mixte,Laboratoire Agronomie et Environnement,LAE,"LORRAINE-tutelle (UMR_A 1121),
INRAE-tutelle (UMR 1121)",Université de Lorraine - ENSAIA - Laboratoire Agronomie et Environnement - 2 avenue de la forêt de Haye - BP 172-54505-Vandoeuvre-Les-Nancy,48.65123748779297,6.139934539794922,severine.piutti@univ-lorraine.fr,10-Sciences agronomiques et écologiques,"LS9-Biotechnology and Biosystems Engineering : Biotechnology using all organisms, biotechnology for environment and food applications, applied plant and animal sciences, bioengineering and synthetic biology, biomass and biofuels, biohazards","Mme Sophie SLEZACK (DIR-ADJ),
Mme Julie WOHLFAHRT (DIR-ADJ),
Mme Séverine PIUTTI (DIR)"
FairCarboN,CANETE,LG-ENS,Labo,Liste dans email Perrine - Gwenaelle Lashermes RST 20/06/2024,199812866Y,Unité mixte,Laboratoire de géologie de l'Ecole Normale Supérieure,LG-ENS,"CNRS-tutelle (UMR 8538),
PSL-tutelle (UMR 8538),
ENS PARIS-tutelle (UMR 8538)",24 Rue Lhomond-75231-PARIS CEDEX 05,48.84309885224512,2.3466817288359008,vigny@geologie.ens.fr,8-Sciences pour l'ingénieur,,M. Christophe VIGNY (DIR)
FairCarboN,CANETE,LISAH,Labo,Liste dans email Perrine - Gwenaelle Lashermes RST 20/06/2024,197217858M,Unité mixte,Laboratoire d'étude des Interactions Sol - Agrosystème - Hydrosystème,LISAH,"Institut Agro-tutelle ( ),
IRD-tutelle (UMR 144),
INRAE-tutelle (UMR 1221),
AGROPARISTECH-tutelle ( )",2 place Viala 34060 Montpellier,43.61700439453125,3.8545618057250977,umr-lisah-direction@supagro.fr,10-Sciences agronomiques et écologiques,,"M. Jean-Stéphane BAILLY (Directeur),
M. Frédéric JACOB (Directeur adjoint)"
FairCarboN,CANETE,METIS,Labo,Liste dans email Perrine - Gwenaelle Lashermes RST 20/06/2024,199712664H,Unité mixte,"Milieux Environnementaux, Transferts et Interactions dans les hydrosystèmes et les Sols",METIS,"EPHE PARIS-tutelle (UMR 7619),
CNRS-tutelle (UMR 7619),
SORBONNE UNIV.-tutelle (UMR 7619),
PSL-tutelle (UMR 7619)",4 Place Jussieu 75252 PARIS CEDEX 05,48.84586715698242,2.354955673217773,metis@listes.upmc.fr,"3-Sciences de la terre et de l'univers, espace","PE10-Earth System Science : Physical geography, geology, geophysics, atmospheric sciences, oceanography, climatology, cryology, ecology, global environmental change, biogeochemical cycles, natural resources management","Mme Sylvie DERENNE (DIR-ADJ),
M. Jean-Marie MOUCHEL (DIR),
M. Faycal REJIBA (DIR-ADJ)"
FairCarboN,CANETE,Silva,Labo,Liste dans email Perrine - Gwenaelle Lashermes RST 20/06/2024,201822750E,Unité mixte,SILVA,SILVA,"LORRAINE-tutelle (UMR_A 1434),
AGROPARISTECH-tutelle ( ),
INRAE-tutelle (UMR 1434)",Centre INRAE Grand Est - rue d'Amance-54280-CHAMPENOUX,48.744439,6.348987,jean-claude.gegout@univ-lorraine.fr,"3-Sciences de la terre et de l'univers, espace                                                        10-Sciences agronomiques et écologiques                                                                5-Biologie, médecine et santé","LS1-Molecules of Life: Biological Mechanisms, Structures and Functions : Molecular biology, biochemistry, structural biology, molecular biophysics, synthetic and chemical biology, drug design, innovative methods and modelling","M. Cyrille RATHGEBER (DIR-ADJ),
Mme Marie-Noëlle VAULTIER (DIR-ADJ),
M. Jean-Claude GEGOUT (DIR)"
FairCarboN,SLAM-B,CEDETE,Labo,email site slamb Manon Dardonville 18/06/2024,199213388S,Unité propre,UR 1210 CENTRE D'ETUDES SUR LE DEVELOPPEMENT DES TERRITOIRES ET L'ENVIRONNEMENT,CEDETE,ORLEANS-tutelle (EA 1210),"Universite d'Orleans UFR Lettres, Langue set Sciences Humaines 10 rue de Tours BP 46527-45065-ORLEANS CEDEX 2",47.8507111,1.9338214,genevieve.pierre@univ-orleans.fr,6-Sciences humaines et humanités                                                                      ,"SH3-The Social World and Its Diversity : Sociology, social psychology, social anthropology, education sciences, communication studies",Mme Geneviève PIERRE ()
FairCarboN,CarboNium,LEHNA,Labo,,199911718W,Unité mixte,LABORATOIRE D'ECOLOGIE DES HYDROSYSTEMES NATURELS ANTHROPISES,LEHNA,"INRAE-participant (USC 1369),
ENTPE LYON-tutelle (UMR 5023),
CNRS-tutelle (UMR 5023),
LYON 1-tutelle (UMR 5023)",43 blvd du 11 Novembre 1918-69622-VILLEURBANNE CEDEX,45.77894592285156,4.866977691650391,,10-Sciences agronomiques et écologiques,"LS4-Physiology in Health, Disease and Ageing : Organ and tissue physiology, comparative physiology, physiology of ageing, pathophysiology, inter-organ and tissue communication, endocrinology, nutrition, metabolism, interaction with the microbiome, non-communicable diseases including cancer (and except disorders of the nervous system and immunity-related diseases)),
LS8-Environmental Biology, Ecology and Evolution : Ecology, biodiversity, environmental change, evolutionary biology, behavioural ecology, microbial ecology, marine biology, ecophysiology, theoretical developments and modelling,
PE10-Earth System Science : Physical geography, geology, geophysics, atmospheric sciences, oceanography, climatology, cryology, ecology, global environmental change, biogeochemical cycles, natural resources management","Mme Nathalie MONDY (Directrice),
M. Gilles ESCARGUEL (DIR-ADJ)"
FairCarboN,DEEP-C,EDB,Labo,Liste dans email Perrine - Jean-Philippe Jenny RST 14/06/2024,200311846T,,Evolution et Diversité Biologique,,,"2 route de Narbonne
31326 Castanet Tolosan",43.51591,1.49864,,,,
FairCarboN,CarboNium,CARRTEL,Labo,email Laure GANDOIS 17/06/2024 annexe financière,196417921R,Unité mixte,Centre Alpin de Recherche sur les Réseaux Trophiques des Ecosystèmes Limniques,CARRTEL,"INRAE-tutelle (UMR 0042),
CHAMBERY-participant (UMR_A 42)",75 avenue de Corzent - 74203 THONON LES BAINS cedex,46.3671765,6.4564939,,10-Sciences agronomiques et écologiques,,"M. Jean-Christophe CLEMENT (Directeur adjoint),
Mme Isabelle DOMAIZON (Directrice)"
FairCarboN,CarboNium,CEFREM,Labo,email Laure GANDOIS 17/06/2024 annexe financière,199911795E,Unité mixte,Centre de Formation et de Recherche sur les Environnements Méditerranéens,CEFREM,"PERPIGNAN-tutelle (UMR 5110),
CNRS-tutelle (UMR 5110)",52 avenue Paul Alduy - 66860 PERPIGNAN Cedex 09 - FRANCE,42.682809,2.901667,cefrem@univ-perp.fr,10-Sciences agronomiques et écologiques,,"Mme MARIA-ANGELA BASSETTI (DIR-ADJ),
M. Wolfgang LUDWIG (DIR)"
FairCarboN,CarboNium,Chrono-environnement,Labo,email Loïse SERRA ANR 12/06/2024 + email Laure GANDOIS 17/06/2024 annexe financière,200812285Y,Unité mixte,CHRONO-ENVIRONNEMENT - UMR6249,CHRONO,"UBFC-tutelle (UMR 6249),
MIN.CULT-participant ( ),
BESANCON-tutelle (UMR 6249),
CNRS-tutelle (UMR 6249),
INRAP-participant (UMR 6249)","16, Route de Gray_x000D_
25030 Besançon cedex",47.2451863,5.9839192,umrchronoenv@univ-fcomte.fr,,"LS4-Physiology in Health, Disease and Ageing : Organ and tissue physiology, comparative physiology, physiology of ageing, pathophysiology, inter-organ and tissue communication, endocrinology, nutrition, metabolism, interaction with the microbiome, non-communicable diseases including cancer (and except disorders of the nervous system and immunity-related diseases)),
PE10-Earth System Science : Physical geography, geology, geophysics, atmospheric sciences, oceanography, climatology, cryology, ecology, global environmental change, biogeochemical cycles, natural resources management,
LS2-Integrative Biology: from Genes and Genomes to Systems : Genetics, epigenetics, genomics and other ‘omics studies, bioinformatics, systems biology, genetic diseases, gene editing, innovative methods and modelling, ‘omics for personalised medicine,
LS8-Environmental Biology, Ecology and Evolution : Ecology, biodiversity, environmental change, evolutionary biology, behavioural ecology, microbial ecology, marine biology, ecophysiology, theoretical developments and modelling,
LS1-Molecules of Life: Biological Mechanisms, Structures and Functions : Molecular biology, biochemistry, structural biology, molecular biophysics, synthetic and chemical biology, drug design, innovative methods and modelling,
LS7-Prevention, Diagnosis and Treatment of Human Diseases : Medical technologies and tools for prevention, diagnosis and treatment of human diseases, therapeutic approaches and interventions, pharmacology, preventative medicine, epidemiology and public health, digital medicine,
LS9-Biotechnology and Biosystems Engineering : Biotechnology using all organisms, biotechnology for environment and food applications, applied plant and animal sciences, bioengineering and synthetic biology, biomass and biofuels, biohazards,
LS6-Immunity, Infection and Immunotherapy : The immune system, related disorders and their mechanisms, biology of infectious agents and infection, biological basis of prevention and treatment of infectious diseases, innovative immunological tools and approaches, including therapies,
SH6-The Study of the Human Past : Archaeology and history",
FairCarboN,CarboNium,CRBE,Labo,email Loïse SERRA ANR 12/06/2024,202424488T,Unité mixte,Centre de Recherche sur la Biodiversité et l'Environnement,CRBE,"IRD-tutelle ( ),
INP TOULOUSE-tutelle ( ),
CNRS-tutelle (UMR 5300),
TOULOUSE 3-tutelle (UMR 5300)",118 route de Narbonne - 31062 TOULOUSE CEDEX 9,43.5616165,1.4629966,,10-Sciences agronomiques et écologiques,,"M. Jérôme CHAVE (DIR-ADJ),
M. Régis CEREGHINO (DIR),
Mme Alexandra MAGRO (DIR-ADJ),
M. Thierry OBERDORFF (DIR-ADJ),
Mme Maritxu GUIRESSE (DIR-ADJ)"
FairCarboN,CarboNium,EDYTEM,Labo,Liste dans email Perrine - Jean-Philippe Jenny RST 14/06/2024,200511874P,Unité mixte,"ENVIRONNEMENTS, DYNAMIQUES ET TERRITOIRES DE LA MONTAGNE",EDYTEM,"CHAMBERY-tutelle (UMR 5204),
MIN.CULT-participant ( ),
CNRS-tutelle (UMR 5204)","5, bd de la mer Caspienne - F-73376 Le Bourget du Lac cedex",45.6402904,5.8725419,Administration.Edytem@univ-smb.fr,,"SH3-The Social World and Its Diversity : Sociology, social psychology, social anthropology, education sciences, communication studies",
FairCarboN,CarboNium,Geosciences Rennes,Labo,email Laure GANDOIS 17/06/2024 annexe financière,200012191F,Unité mixte,GEOSCIENCES RENNES,,"RENNES-tutelle (UMR 6118),
CNRS-tutelle (UMR 6118)","Université de Rennes 2 - Campus de Villejean, Square Yves Le Moine, 35043 Rennes, France",48.1193848,-1.701487,dirgeosc@univ-rennes.fr,"3-Sciences de la terre et de l'univers, espace","PE10-Earth System Science : Physical geography, geology, geophysics, atmospheric sciences, oceanography, climatology, cryology, ecology, global environmental change, biogeochemical cycles, natural resources management","M. Olivier BOUR (directeur),
Mme Cécile ROBIN-GUILLOCHEAU (directrice-adjointe),
M. Erwan HALLOT (directeur-adjoint)"
FairCarboN,CarboNium,IGE,Labo,email Loïse SERRA ANR 12/06/2024,201722374A,Unité mixte,Institut des Géosciences de l'Environnement,IGE,"GRENOBLE INP-tutelle (UMR 5001),
GRENOBLE ALPES-tutelle ( ),
INRAE-tutelle (UMR 1509),
IRD-tutelle ( ),
CNRS-tutelle (UMR 5001)",460 rue de la Piscine 38400 ST MARTIN D HERES,45.1944499,5.7620888,ige-direction@univ-grenoble-alpes.fr,"8-Sciences pour l'ingénieur                                                                           3-Sciences de la terre et de l'univers, espace                                                        10-Sciences agronomiques et écologiques","PE10-Earth System Science : Physical geography, geology, geophysics, atmospheric sciences, oceanography, climatology, cryology, ecology, global environmental change, biogeochemical cycles, natural resources management,
PE9-Universe Sciences : Astro-physics/-chemistry/-biology; solar system; planetary systems; stellar, galactic and extragalactic astronomy; cosmology; space sciences; astronomical instrumentation and data",M. Aurélien DOMMERGUE ()
FairCarboN,CarboNium,IPGP,Labo,email Laure GANDOIS 17/06/2024 annexe financière,200512539M,Unité mixte,UMR-Institut de physique du globe de Paris,UMR-IPGP,"CNRS-tutelle (UMR 7154),
IPG PARIS-tutelle (UMR 7154),
LA REUNION-participant (UMR 7154),
U PARIS Cité-tutelle (UMR 7154)","1 rue Jussieu 75238 Paris, France",48.84601593017578,2.355226516723633,chaussidon@ipgp.fr,"3-Sciences de la terre et de l'univers, espace                                                        2-Physique","PE9-Universe Sciences : Astro-physics/-chemistry/-biology; solar system; planetary systems; stellar, galactic and extragalactic astronomy; cosmology; space sciences; astronomical instrumentation and data,
PE10-Earth System Science : Physical geography, geology, geophysics, atmospheric sciences, oceanography, climatology, cryology, ecology, global environmental change, biogeochemical cycles, natural resources management","M. Marc BENEDETTI (DIR-ADJ),
M. Marc CHAUSSIDON (DIR),
M. François METIVIER (DIR-ADJ)"
FairCarboN,CarboNium,Isterre,Labo,email Laure GANDOIS 17/06/2024 annexe financière,201119454C,Unité mixte,Institut des Sciences de la Terre,ISTERRE,"IRD-tutelle (UMR 5275),
CHAMBERY-tutelle (UMR 5275),
CNRS-tutelle (UMR 5275),
UNIV.G.EIFFEL-tutelle (UMR 5275),
GRENOBLE ALPES-tutelle (UMR 5275)","1381, rue de la Piscine
38610 GIERES",45.19790649414063,5.773344993591309,direction.isterre@ujf-grenoble.fr,"2-Physique                                                                                            8-Sciences pour l'ingénieur                                                                           3-Sciences de la terre et de l'univers, espace                                                        10-Sciences agronomiques et écologiques","PE10-Earth System Science : Physical geography, geology, geophysics, atmospheric sciences, oceanography, climatology, cryology, ecology, global environmental change, biogeochemical cycles, natural resources management","Mme Mai-Linh DOAN (Directeur adjoint),
M. François JOUANNE (directeur-adjoint),
Mme Fabienne GIRAUD (Directeur adjoint),
Mme Anne SOCQUET (Directeur adjoint),
M. Philippe ROUX (Directeur),
M. Fabrice BRUNET (Directeur adjoint)"
FairCarboN,CarboNium,ISTO,Labo,email Laure GANDOIS 17/06/2024 annexe financière,201220213Y,Unité mixte,Institut des sciences de la Terre d'Orléans,ISTO,"BRGM-tutelle (UMR 7327),
CNRS-tutelle (UMR 7327),
ORLEANS-tutelle (UMR 7327)",1A rue de la Férollerie - 45071 Orléans,47.8338099,1.9430417,dir-isto@cnrs-orleans.fr,"3-Sciences de la terre et de l'univers, espace","PE10-Earth System Science : Physical geography, geology, geophysics, atmospheric sciences, oceanography, climatology, cryology, ecology, global environmental change, biogeochemical cycles, natural resources management,
PE9-Universe Sciences : Astro-physics/-chemistry/-biology; solar system; planetary systems; stellar, galactic and extragalactic astronomy; cosmology; space sciences; astronomical instrumentation and data",M. Mohamed AZAROUAL (DIR-ADJ)
FairCarboN,CarboNium,LEMAR,Labo,email Laure GANDOIS 17/06/2024 annexe financière,200816948S,Unité mixte,Laboratoire des sciences de l'environnement marin,LEMAR,"CNRS-tutelle (UMR 6539),
IRD-tutelle (UMR 6539),
BREST-tutelle (UMR 6539),
IFREMER-tutelle (UMR 6539)",Rue Dumont d’Urville-29280-PLOUZANE,48.3586373,-4.5622787,dir-umr6539@univ-brest.fr,"5-Biologie, médecine et santé                                                                         10-Sciences agronomiques et écologiques                                                                3-Sciences de la terre et de l'univers, espace","PE10-Earth System Science : Physical geography, geology, geophysics, atmospheric sciences, oceanography, climatology, cryology, ecology, global environmental change, biogeochemical cycles, natural resources management,
SH3-The Social World and Its Diversity : Sociology, social psychology, social anthropology, education sciences, communication studies,
LS2-Integrative Biology: from Genes and Genomes to Systems : Genetics, epigenetics, genomics and other ‘omics studies, bioinformatics, systems biology, genetic diseases, gene editing, innovative methods and modelling, ‘omics for personalised medicine,
LS8-Environmental Biology, Ecology and Evolution : Ecology, biodiversity, environmental change, evolutionary biology, behavioural ecology, microbial ecology, marine biology, ecophysiology, theoretical developments and modelling",Mme Géraldine SARTHOU (Directrice)
