name,id,parent,path
Séries de végétation,398233,158293,Recherche Data Gouv/Data INRAE/Experimental - Observation - Simulation/Ensemble Sauvons La Forêt du Chateau de Chantilly/Séries de végétation
Communautés d'insectes,398239,158293,Recherche Data Gouv/Data INRAE/Experimental - Observation - Simulation/Ensemble Sauvons La Forêt du Chateau de Chantilly/Communautés d'insectes
Embacles : suivi et gestion du transport de bois en rivière,158911,9,Recherche Data Gouv/Data INRAE/Experimental - Observation - Simulation/Embacles : suivi et gestion du transport de bois en rivière
PigWeb Central Repository,159105,9,Recherche Data Gouv/Data INRAE/Experimental - Observation - Simulation/PigWeb Central Repository
Architecture et Floraison des Espèces Fruitières,160724,9,Recherche Data Gouv/Data INRAE/Experimental - Observation - Simulation/Architecture et Floraison des Espèces Fruitières
"Ferti-Dig ""use of agricultural digestates""",161450,9,"Recherche Data Gouv/Data INRAE/Experimental - Observation - Simulation/Ferti-Dig ""use of agricultural digestates"""
Benchmark data for soil and sediment transport modelling,162428,9,Recherche Data Gouv/Data INRAE/Experimental - Observation - Simulation/Benchmark data for soil and sediment transport modelling
Soil and Sediment Transport Case studies,162888,162428,Recherche Data Gouv/Data INRAE/Experimental - Observation - Simulation/Benchmark data for soil and sediment transport modelling/Soil and Sediment Transport Case studies
Storm Alex (Oct. 2020) - south east France,176148,162888,Recherche Data Gouv/Data INRAE/Experimental - Observation - Simulation/Benchmark data for soil and sediment transport modelling/Soil and Sediment Transport Case studies/Storm Alex (Oct. 2020) - south east France
Soil Erosion and Sediment Transport Modelling Softwares,162925,162428,Recherche Data Gouv/Data INRAE/Experimental - Observation - Simulation/Benchmark data for soil and sediment transport modelling/Soil Erosion and Sediment Transport Modelling Softwares
SOERE PRO - Long term field experiment network for research on the recycling of organic waste products in agriculture,163176,9,Recherche Data Gouv/Data INRAE/Experimental - Observation - Simulation/SOERE PRO - Long term field experiment network for research on the recycling of organic waste products in agriculture
PROspective,163234,163176,Recherche Data Gouv/Data INRAE/Experimental - Observation - Simulation/SOERE PRO - Long term field experiment network for research on the recycling of organic waste products in agriculture/PROspective
AMG model,163212,9,Recherche Data Gouv/Data INRAE/Experimental - Observation - Simulation/AMG model
ChemoSens,164913,9,Recherche Data Gouv/Data INRAE/Experimental - Observation - Simulation/ChemoSens
Sensory evaluation,174661,164913,Recherche Data Gouv/Data INRAE/Experimental - Observation - Simulation/ChemoSens/Sensory evaluation
Datasets,174706,174661,Recherche Data Gouv/Data INRAE/Experimental - Observation - Simulation/ChemoSens/Sensory evaluation/Datasets
Protocols,174707,174661,Recherche Data Gouv/Data INRAE/Experimental - Observation - Simulation/ChemoSens/Sensory evaluation/Protocols
Other resources,174714,174661,Recherche Data Gouv/Data INRAE/Experimental - Observation - Simulation/ChemoSens/Sensory evaluation/Other resources
Plateforme d'Infectiologie Expérimentale (PFIE),165292,9,Recherche Data Gouv/Data INRAE/Experimental - Observation - Simulation/Plateforme d'Infectiologie Expérimentale (PFIE)
Transvac2 TNA,188611,165292,Recherche Data Gouv/Data INRAE/Experimental - Observation - Simulation/Plateforme d'Infectiologie Expérimentale (PFIE)/Transvac2 TNA
TRANSVAC Rabbit,188612,188611,Recherche Data Gouv/Data INRAE/Experimental - Observation - Simulation/Plateforme d'Infectiologie Expérimentale (PFIE)/Transvac2 TNA/TRANSVAC Rabbit
Infectiologie Expérimentale des Rongeurs et des Poissons (IERP),165293,9,Recherche Data Gouv/Data INRAE/Experimental - Observation - Simulation/Infectiologie Expérimentale des Rongeurs et des Poissons (IERP)
Spraying processes and equipment for agriculture,167857,9,Recherche Data Gouv/Data INRAE/Experimental - Observation - Simulation/Spraying processes and equipment for agriculture
BDOH,167858,9,Recherche Data Gouv/Data INRAE/Experimental - Observation - Simulation/BDOH
UEPAO Unité Expérimentale de l'Orfasière,173048,9,Recherche Data Gouv/Data INRAE/Experimental - Observation - Simulation/UEPAO Unité Expérimentale de l'Orfasière
Unité Expérimentale La Fage (UEF),174112,9,Recherche Data Gouv/Data INRAE/Experimental - Observation - Simulation/Unité Expérimentale La Fage (UEF)
Unité Expérimentale du domaine d'Epoisses (U2E),174698,9,Recherche Data Gouv/Data INRAE/Experimental - Observation - Simulation/Unité Expérimentale du domaine d'Epoisses (U2E)
U2E-Données patrimoniales,174830,174698,Recherche Data Gouv/Data INRAE/Experimental - Observation - Simulation/Unité Expérimentale du domaine d'Epoisses (U2E)/U2E-Données patrimoniales
U2E-Pratiques culturales,174831,174830,Recherche Data Gouv/Data INRAE/Experimental - Observation - Simulation/Unité Expérimentale du domaine d'Epoisses (U2E)/U2E-Données patrimoniales/U2E-Pratiques culturales
DiaPhen,178636,9,Recherche Data Gouv/Data INRAE/Experimental - Observation - Simulation/DiaPhen
U2 worm,184322,9,Recherche Data Gouv/Data INRAE/Experimental - Observation - Simulation/U2 worm
foodXPTools,191034,9,Recherche Data Gouv/Data INRAE/Experimental - Observation - Simulation/foodXPTools
Projet CASDAR-ADEME Réseau d'essais au champ sur les Produits Résiduaires Organiques (Réseau PRO),192529,9,Recherche Data Gouv/Data INRAE/Experimental - Observation - Simulation/Projet CASDAR-ADEME Réseau d'essais au champ sur les Produits Résiduaires Organiques (Réseau PRO)
Plant spectral imaging,347316,9,Recherche Data Gouv/Data INRAE/Experimental - Observation - Simulation/Plant spectral imaging
CHYPSTER,598413,9,Recherche Data Gouv/Data INRAE/Experimental - Observation - Simulation/CHYPSTER
Omics,13,123960,Recherche Data Gouv/Data INRAE/Omics
URGI,14,13,Recherche Data Gouv/Data INRAE/Omics/URGI
GnpIS Dataverse,15,14,Recherche Data Gouv/Data INRAE/Omics/URGI/GnpIS Dataverse
Amaizing project dataverse,106047,14,Recherche Data Gouv/Data INRAE/Omics/URGI/Amaizing project dataverse
BRC4Forest dataverse,122568,14,Recherche Data Gouv/Data INRAE/Omics/URGI/BRC4Forest dataverse
LIPME Dataverse,8165,13,Recherche Data Gouv/Data INRAE/Omics/LIPME Dataverse
Grapevine Downy Mildew Genomics Dataverse,8419,13,Recherche Data Gouv/Data INRAE/Omics/Grapevine Downy Mildew Genomics Dataverse
PlantBIOs-BIG,9032,13,Recherche Data Gouv/Data INRAE/Omics/PlantBIOs-BIG
Periconia digitata,153161,9032,Recherche Data Gouv/Data INRAE/Omics/PlantBIOs-BIG/Periconia digitata
SelGen,76102,13,Recherche Data Gouv/Data INRAE/Omics/SelGen
ThaliaDB maize Dataverse,76506,76102,Recherche Data Gouv/Data INRAE/Omics/SelGen/ThaliaDB maize Dataverse
Bordeaux Metabolome,84390,13,Recherche Data Gouv/Data INRAE/Omics/Bordeaux Metabolome
Frimouss Project,99670,84390,Recherche Data Gouv/Data INRAE/Omics/Bordeaux Metabolome/Frimouss Project
Metabolome of tomato fruit pericarp of gbp1-c CRISPR mutant,99946,84390,Recherche Data Gouv/Data INRAE/Omics/Bordeaux Metabolome/Metabolome of tomato fruit pericarp of gbp1-c CRISPR mutant
Metabolomic responses of maize leaf to progressive controlled chilling,102256,84390,Recherche Data Gouv/Data INRAE/Omics/Bordeaux Metabolome/Metabolomic responses of maize leaf to progressive controlled chilling
SunfloDry,104823,84390,Recherche Data Gouv/Data INRAE/Omics/Bordeaux Metabolome/SunfloDry
Metabolomic analyses of leaf of maize plants cultivated in field under mild nitrogen deficit,148059,84390,Recherche Data Gouv/Data INRAE/Omics/Bordeaux Metabolome/Metabolomic analyses of leaf of maize plants cultivated in field under mild nitrogen deficit
Bordeaux Plant Sciences - PHYTOSTIM,192947,84390,Recherche Data Gouv/Data INRAE/Omics/Bordeaux Metabolome/Bordeaux Plant Sciences - PHYTOSTIM
EPGV,88282,13,Recherche Data Gouv/Data INRAE/Omics/EPGV
Genes specific to phytoparasitic nematodes INRAE/EMBRAPA,98539,13,Recherche Data Gouv/Data INRAE/Omics/Genes specific to phytoparasitic nematodes INRAE/EMBRAPA
Genomics and Adaptive Molecular Evolution,98596,13,Recherche Data Gouv/Data INRAE/Omics/Genomics and Adaptive Molecular Evolution
Transposable elements in phytoparasites,98727,98596,Recherche Data Gouv/Data INRAE/Omics/Genomics and Adaptive Molecular Evolution/Transposable elements in phytoparasites
Transposons mobility in M. incognita,98728,98727,Recherche Data Gouv/Data INRAE/Omics/Genomics and Adaptive Molecular Evolution/Transposable elements in phytoparasites/Transposons mobility in M. incognita
Gene expression in agricultural pests,104111,98596,Recherche Data Gouv/Data INRAE/Omics/Genomics and Adaptive Molecular Evolution/Gene expression in agricultural pests
Parasitic transcriptome regulation in M. incognita,104112,104111,Recherche Data Gouv/Data INRAE/Omics/Genomics and Adaptive Molecular Evolution/Gene expression in agricultural pests/Parasitic transcriptome regulation in M. incognita
Meloidogyne-Telomeres,161701,98596,Recherche Data Gouv/Data INRAE/Omics/Genomics and Adaptive Molecular Evolution/Meloidogyne-Telomeres
Assemblies,161702,161701,Recherche Data Gouv/Data INRAE/Omics/Genomics and Adaptive Molecular Evolution/Meloidogyne-Telomeres/Assemblies
Gene-Predictions,161704,161701,Recherche Data Gouv/Data INRAE/Omics/Genomics and Adaptive Molecular Evolution/Meloidogyne-Telomeres/Gene-Predictions
Meloidogyne enterolobii HiFI genomics,178915,98596,Recherche Data Gouv/Data INRAE/Omics/Genomics and Adaptive Molecular Evolution/Meloidogyne enterolobii HiFI genomics
Xiphinema index Genome,600074,98596,Recherche Data Gouv/Data INRAE/Omics/Genomics and Adaptive Molecular Evolution/Xiphinema index Genome
SPOmics,99577,13,Recherche Data Gouv/Data INRAE/Omics/SPOmics
Enterotypig Expérience de sélection sur le microbiote chez le porc,106046,13,Recherche Data Gouv/Data INRAE/Omics/Enterotypig Expérience de sélection sur le microbiote chez le porc
Selection G0-G3,157668,106046,Recherche Data Gouv/Data INRAE/Omics/Enterotypig Expérience de sélection sur le microbiote chez le porc/Selection G0-G3
MetaGenoPolis,107894,13,Recherche Data Gouv/Data INRAE/Omics/MetaGenoPolis
UMR Fromage,125165,13,Recherche Data Gouv/Data INRAE/Omics/UMR Fromage
Migale bioinformatics core facility dataverse,134659,13,Recherche Data Gouv/Data INRAE/Omics/Migale bioinformatics core facility dataverse
metabarfood,150363,134659,Recherche Data Gouv/Data INRAE/Omics/Migale bioinformatics core facility dataverse/metabarfood
Cell-free genome-wide transcriptomics through machine learning optimization,630742,134659,Recherche Data Gouv/Data INRAE/Omics/Migale bioinformatics core facility dataverse/Cell-free genome-wide transcriptomics through machine learning optimization
MetaSimFood Dataverse,147627,13,Recherche Data Gouv/Data INRAE/Omics/MetaSimFood Dataverse
Fermented vegetables metavirome,398718,147627,Recherche Data Gouv/Data INRAE/Omics/MetaSimFood Dataverse/Fermented vegetables metavirome
SeqOccIn Dataverse,147872,13,Recherche Data Gouv/Data INRAE/Omics/SeqOccIn Dataverse
PAPPSO,148936,13,Recherche Data Gouv/Data INRAE/Omics/PAPPSO
MCQR,161364,148936,Recherche Data Gouv/Data INRAE/Omics/PAPPSO/MCQR
i2MassChroQ Bruker dataset collection,192464,148936,Recherche Data Gouv/Data INRAE/Omics/PAPPSO/i2MassChroQ Bruker dataset collection
Regards Méthodologiques Croisés pour l’Intégration de données Multi-sources,155725,13,Recherche Data Gouv/Data INRAE/Omics/Regards Méthodologiques Croisés pour l’Intégration de données Multi-sources
Hyperspectral Images,161342,155725,Recherche Data Gouv/Data INRAE/Omics/Regards Méthodologiques Croisés pour l’Intégration de données Multi-sources/Hyperspectral Images
WallomicsData,164718,155725,Recherche Data Gouv/Data INRAE/Omics/Regards Méthodologiques Croisés pour l’Intégration de données Multi-sources/WallomicsData
ProMetIS,164719,155725,Recherche Data Gouv/Data INRAE/Omics/Regards Méthodologiques Croisés pour l’Intégration de données Multi-sources/ProMetIS
ASFVInt,163845,13,Recherche Data Gouv/Data INRAE/Omics/ASFVInt
Pirbright ASFVint Dataverse,164836,163845,Recherche Data Gouv/Data INRAE/Omics/ASFVInt/Pirbright ASFVint Dataverse
FLI dataverse,164839,163845,Recherche Data Gouv/Data INRAE/Omics/ASFVInt/FLI dataverse
INIA-CSIC dataverse,165035,163845,Recherche Data Gouv/Data INRAE/Omics/ASFVInt/INIA-CSIC dataverse
UT dataverse,166504,163845,Recherche Data Gouv/Data INRAE/Omics/ASFVInt/UT dataverse
MetaPDOcheese,187837,13,Recherche Data Gouv/Data INRAE/Omics/MetaPDOcheese
Phase_1_metabarcoding,187880,187837,Recherche Data Gouv/Data INRAE/Omics/MetaPDOcheese/Phase_1_metabarcoding
UMR Medis,190979,13,Recherche Data Gouv/Data INRAE/Omics/UMR Medis
Alterfi,191060,190979,Recherche Data Gouv/Data INRAE/Omics/UMR Medis/Alterfi
"Collection of 16S, 23S sequences for Alterfi phase 2",191380,191060,"Recherche Data Gouv/Data INRAE/Omics/UMR Medis/Alterfi/Collection of 16S, 23S sequences for Alterfi phase 2"
Interaction Fibrobacter succinogenes Selenomonas ruminantiun,214674,190979,Recherche Data Gouv/Data INRAE/Omics/UMR Medis/Interaction Fibrobacter succinogenes Selenomonas ruminantiun
Food Microbial Ecology Lab dataverse,286304,13,Recherche Data Gouv/Data INRAE/Omics/Food Microbial Ecology Lab dataverse
Food Microbiome Metabolic Modules (F3M) version 1.1.0,634941,286304,Recherche Data Gouv/Data INRAE/Omics/Food Microbial Ecology Lab dataverse/Food Microbiome Metabolic Modules (F3M) version 1.1.0
Surveys & Texts,16,123960,Recherche Data Gouv/Data INRAE/Surveys & Texts
Vocabulaires Ouverts,11,16,Recherche Data Gouv/Data INRAE/Surveys & Texts/Vocabulaires Ouverts
atweb Dataverse,17,16,Recherche Data Gouv/Data INRAE/Surveys & Texts/atweb Dataverse
Multi Criteria Assessment Methods,79971,16,Recherche Data Gouv/Data INRAE/Surveys & Texts/Multi Criteria Assessment Methods
Legume bibliometrics Dataverse,98525,16,Recherche Data Gouv/Data INRAE/Surveys & Texts/Legume bibliometrics Dataverse
IPMWORKS,127603,16,Recherche Data Gouv/Data INRAE/Surveys & Texts/IPMWORKS
IPMWORKS-WP4,129713,127603,Recherche Data Gouv/Data INRAE/Surveys & Texts/IPMWORKS/IPMWORKS-WP4
IPM Biofortification Strategy 2021-2022 Case study Dataverse,163890,129713,Recherche Data Gouv/Data INRAE/Surveys & Texts/IPMWORKS/IPMWORKS-WP4/IPM Biofortification Strategy 2021-2022 Case study Dataverse
IPMWORKS-WP7,175543,127603,Recherche Data Gouv/Data INRAE/Surveys & Texts/IPMWORKS/IPMWORKS-WP7
IPMWORKS-WP5,615947,127603,Recherche Data Gouv/Data INRAE/Surveys & Texts/IPMWORKS/IPMWORKS-WP5
Noaw Project,8717,123960,Recherche Data Gouv/Data INRAE/Noaw Project
Work Package 1 ,9039,8717,Recherche Data Gouv/Data INRAE/Noaw Project/Work Package 1 
AAU,77044,9039,Recherche Data Gouv/Data INRAE/Noaw Project/Work Package 1 /AAU
CBHU,77045,9039,Recherche Data Gouv/Data INRAE/Noaw Project/Work Package 1 /CBHU
ECOZ,77046,9039,Recherche Data Gouv/Data INRAE/Noaw Project/Work Package 1 /ECOZ
CGIA,77047,9039,Recherche Data Gouv/Data INRAE/Noaw Project/Work Package 1 /CGIA
GRAPSUD,77048,9039,Recherche Data Gouv/Data INRAE/Noaw Project/Work Package 1 /GRAPSUD
IFV,77049,9039,Recherche Data Gouv/Data INRAE/Noaw Project/Work Package 1 /IFV
IAUS,77050,9039,Recherche Data Gouv/Data INRAE/Noaw Project/Work Package 1 /IAUS
IBBK,77051,9039,Recherche Data Gouv/Data INRAE/Noaw Project/Work Package 1 /IBBK
NTUA,77052,9039,Recherche Data Gouv/Data INRAE/Noaw Project/Work Package 1 /NTUA
VA,77053,9039,Recherche Data Gouv/Data INRAE/Noaw Project/Work Package 1 /VA
INRA,77707,9039,Recherche Data Gouv/Data INRAE/Noaw Project/Work Package 1 /INRA
Work Package 2,9040,8717,Recherche Data Gouv/Data INRAE/Noaw Project/Work Package 2
DTU,77616,9040,Recherche Data Gouv/Data INRAE/Noaw Project/Work Package 2/DTU
UM,77617,9040,Recherche Data Gouv/Data INRAE/Noaw Project/Work Package 2/UM
INRA,83863,9040,Recherche Data Gouv/Data INRAE/Noaw Project/Work Package 2/INRA
IAUS,83864,9040,Recherche Data Gouv/Data INRAE/Noaw Project/Work Package 2/IAUS
Work Package 3,9041,8717,Recherche Data Gouv/Data INRAE/Noaw Project/Work Package 3
AAU,77035,9041,Recherche Data Gouv/Data INRAE/Noaw Project/Work Package 3/AAU
APESA,77036,9041,Recherche Data Gouv/Data INRAE/Noaw Project/Work Package 3/APESA
FRAUNHOFER,77037,9041,Recherche Data Gouv/Data INRAE/Noaw Project/Work Package 3/FRAUNHOFER
INNOVEN,77038,9041,Recherche Data Gouv/Data INRAE/Noaw Project/Work Package 3/INNOVEN
INRA,77039,9041,Recherche Data Gouv/Data INRAE/Noaw Project/Work Package 3/INRA
NTUA,77040,9041,Recherche Data Gouv/Data INRAE/Noaw Project/Work Package 3/NTUA
SCHIESSL,77041,9041,Recherche Data Gouv/Data INRAE/Noaw Project/Work Package 3/SCHIESSL
TIA,77042,9041,Recherche Data Gouv/Data INRAE/Noaw Project/Work Package 3/TIA
UNIROMA,77043,9041,Recherche Data Gouv/Data INRAE/Noaw Project/Work Package 3/UNIROMA
Work Package 4,9042,8717,Recherche Data Gouv/Data INRAE/Noaw Project/Work Package 4
INRA,77025,9042,Recherche Data Gouv/Data INRAE/Noaw Project/Work Package 4/INRA
UM,77026,9042,Recherche Data Gouv/Data INRAE/Noaw Project/Work Package 4/UM
APESA,77027,9042,Recherche Data Gouv/Data INRAE/Noaw Project/Work Package 4/APESA
IAPPST,77028,9042,Recherche Data Gouv/Data INRAE/Noaw Project/Work Package 4/IAPPST
IBET,77029,9042,Recherche Data Gouv/Data INRAE/Noaw Project/Work Package 4/IBET
ITRI,77030,9042,Recherche Data Gouv/Data INRAE/Noaw Project/Work Package 4/ITRI
UNIBO,77031,9042,Recherche Data Gouv/Data INRAE/Noaw Project/Work Package 4/UNIBO
SEE,77032,9042,Recherche Data Gouv/Data INRAE/Noaw Project/Work Package 4/SEE
RISE,77033,9042,Recherche Data Gouv/Data INRAE/Noaw Project/Work Package 4/RISE
Work Package 5,9043,8717,Recherche Data Gouv/Data INRAE/Noaw Project/Work Package 5
Agriport,77618,9043,Recherche Data Gouv/Data INRAE/Noaw Project/Work Package 5/Agriport
DLO-FBR,77619,9043,Recherche Data Gouv/Data INRAE/Noaw Project/Work Package 5/DLO-FBR
SOFIES,77620,9043,Recherche Data Gouv/Data INRAE/Noaw Project/Work Package 5/SOFIES
CBHU,77676,9043,Recherche Data Gouv/Data INRAE/Noaw Project/Work Package 5/CBHU
INRA,77677,9043,Recherche Data Gouv/Data INRAE/Noaw Project/Work Package 5/INRA
Work Package 6,9044,8717,Recherche Data Gouv/Data INRAE/Noaw Project/Work Package 6
UNIROMA,77673,9044,Recherche Data Gouv/Data INRAE/Noaw Project/Work Package 6/UNIROMA
DTU,104222,9044,Recherche Data Gouv/Data INRAE/Noaw Project/Work Package 6/DTU
SOFIES,105068,9044,Recherche Data Gouv/Data INRAE/Noaw Project/Work Package 6/SOFIES
Work Package 7,9045,8717,Recherche Data Gouv/Data INRAE/Noaw Project/Work Package 7
AAU,77674,9045,Recherche Data Gouv/Data INRAE/Noaw Project/Work Package 7/AAU
CBHU,77675,9045,Recherche Data Gouv/Data INRAE/Noaw Project/Work Package 7/CBHU
AMAP,8723,123960,Recherche Data Gouv/Data INRAE/AMAP
AMAP ECOSFIX,8724,8723,Recherche Data Gouv/Data INRAE/AMAP/AMAP ECOSFIX
AMAP ECOPICS,101317,8723,Recherche Data Gouv/Data INRAE/AMAP/AMAP ECOPICS
AMAP Ressources R,101359,8723,Recherche Data Gouv/Data INRAE/AMAP/AMAP Ressources R
AMAP Fiches pratiques données,101440,8723,Recherche Data Gouv/Data INRAE/AMAP/AMAP Fiches pratiques données
AMAP Entrepôts de données,103196,101440,Recherche Data Gouv/Data INRAE/AMAP/AMAP Fiches pratiques données/AMAP Entrepôts de données
AMAP Tree Root Demography,104210,8723,Recherche Data Gouv/Data INRAE/AMAP/AMAP Tree Root Demography
AMAP Fixsoil,104780,8723,Recherche Data Gouv/Data INRAE/AMAP/AMAP Fixsoil
AMAP Plan de Gestion des Données,122415,8723,Recherche Data Gouv/Data INRAE/AMAP/AMAP Plan de Gestion des Données
AMAP Herbaceous Root Growth,124843,8723,Recherche Data Gouv/Data INRAE/AMAP/AMAP Herbaceous Root Growth
AMAP Stability,142219,8723,Recherche Data Gouv/Data INRAE/AMAP/AMAP Stability
AMAP BDD Inventaire,142236,8723,Recherche Data Gouv/Data INRAE/AMAP/AMAP BDD Inventaire
Talveg2 Opus VI,147547,8723,Recherche Data Gouv/Data INRAE/AMAP/Talveg2 Opus VI
Eco2adapt,163291,8723,Recherche Data Gouv/Data INRAE/AMAP/Eco2adapt
Living Labs Characteristics,163726,163291,Recherche Data Gouv/Data INRAE/AMAP/Eco2adapt/Living Labs Characteristics
Soil analyses,430290,163726,Recherche Data Gouv/Data INRAE/AMAP/Eco2adapt/Living Labs Characteristics/Soil analyses
Practice Abstracts,187057,163291,Recherche Data Gouv/Data INRAE/AMAP/Eco2adapt/Practice Abstracts
Talus,163292,8723,Recherche Data Gouv/Data INRAE/AMAP/Talus
Soil-root Profiles  French Guiana,626968,8723,Recherche Data Gouv/Data INRAE/AMAP/Soil-root Profiles  French Guiana
CIRCASA,8725,123960,Recherche Data Gouv/Data INRAE/CIRCASA
AgroResonance ,8847,123960,Recherche Data Gouv/Data INRAE/AgroResonance 
Multiscale NMR analysis of the degradation of apple structure due to thermal treatment,103210,8847,Recherche Data Gouv/Data INRAE/AgroResonance /Multiscale NMR analysis of the degradation of apple structure due to thermal treatment
MRI and Spectroscopic T2 Relaxometry to study thermal degradation of apple structure,103222,103210,Recherche Data Gouv/Data INRAE/AgroResonance /Multiscale NMR analysis of the degradation of apple structure due to thermal treatment/MRI and Spectroscopic T2 Relaxometry to study thermal degradation of apple structure
Amidou Traore Dataverse,103257,8847,Recherche Data Gouv/Data INRAE/AgroResonance /Amidou Traore Dataverse
Christophe Gouel Dataverse,76106,123960,Recherche Data Gouv/Data INRAE/Christophe Gouel Dataverse
UMR IGEPP,77713,123960,Recherche Data Gouv/Data INRAE/UMR IGEPP
IPM-Popillia,142433,77713,Recherche Data Gouv/Data INRAE/UMR IGEPP/IPM-Popillia
Projets taupins / Wireworm projects ,148890,77713,Recherche Data Gouv/Data INRAE/UMR IGEPP/Projets taupins / Wireworm projects 
BrasExplor,192253,77713,Recherche Data Gouv/Data INRAE/UMR IGEPP/BrasExplor
Diagnostic Illustration for Plant Pathogens,398519,77713,Recherche Data Gouv/Data INRAE/UMR IGEPP/Diagnostic Illustration for Plant Pathogens
Brassicaceae_Diagnostic,576845,398519,Recherche Data Gouv/Data INRAE/UMR IGEPP/Diagnostic Illustration for Plant Pathogens/Brassicaceae_Diagnostic
Oilseedrape_Pods_Pathogens,594232,576845,Recherche Data Gouv/Data INRAE/UMR IGEPP/Diagnostic Illustration for Plant Pathogens/Brassicaceae_Diagnostic/Oilseedrape_Pods_Pathogens
Plant Disease Images,398520,77713,Recherche Data Gouv/Data INRAE/UMR IGEPP/Plant Disease Images
Brassicaceae,398521,398520,Recherche Data Gouv/Data INRAE/UMR IGEPP/Plant Disease Images/Brassicaceae
Brassica_napus,575256,398521,Recherche Data Gouv/Data INRAE/UMR IGEPP/Plant Disease Images/Brassicaceae/Brassica_napus
Solanaceae,398522,398520,Recherche Data Gouv/Data INRAE/UMR IGEPP/Plant Disease Images/Solanaceae
Faboideae,398523,398520,Recherche Data Gouv/Data INRAE/UMR IGEPP/Plant Disease Images/Faboideae
Poaceae,398524,398520,Recherche Data Gouv/Data INRAE/UMR IGEPP/Plant Disease Images/Poaceae
Others,398525,398520,Recherche Data Gouv/Data INRAE/UMR IGEPP/Plant Disease Images/Others
Beta vulgaris,576887,398525,Recherche Data Gouv/Data INRAE/UMR IGEPP/Plant Disease Images/Others/Beta vulgaris
Unité expérimentale d’écologie et d’écotoxicologie aquatique,84087,123960,Recherche Data Gouv/Data INRAE/Unité expérimentale d’écologie et d’écotoxicologie aquatique
Glopack project,84413,123960,Recherche Data Gouv/Data INRAE/Glopack project
Work Package 1,84414,84413,Recherche Data Gouv/Data INRAE/Glopack project/Work Package 1
INRA,84415,84414,Recherche Data Gouv/Data INRAE/Glopack project/Work Package 1/INRA
UM,84451,84414,Recherche Data Gouv/Data INRAE/Glopack project/Work Package 1/UM
Fraunhofer,84452,84414,Recherche Data Gouv/Data INRAE/Glopack project/Work Package 1/Fraunhofer
Creme Global,96867,84414,Recherche Data Gouv/Data INRAE/Glopack project/Work Package 1/Creme Global
ECOZEPT,97052,84414,Recherche Data Gouv/Data INRAE/Glopack project/Work Package 1/ECOZEPT
Work Package 2,84447,84413,Recherche Data Gouv/Data INRAE/Glopack project/Work Package 2
IBET,97039,84447,Recherche Data Gouv/Data INRAE/Glopack project/Work Package 2/IBET
UM,99159,84447,Recherche Data Gouv/Data INRAE/Glopack project/Work Package 2/UM
FRAUNHOFER,99160,84447,Recherche Data Gouv/Data INRAE/Glopack project/Work Package 2/FRAUNHOFER
INNOVEN,99161,84447,Recherche Data Gouv/Data INRAE/Glopack project/Work Package 2/INNOVEN
PACK4FOOD,99166,84447,Recherche Data Gouv/Data INRAE/Glopack project/Work Package 2/PACK4FOOD
FURST-PLAST,99167,84447,Recherche Data Gouv/Data INRAE/Glopack project/Work Package 2/FURST-PLAST
UGENT,99168,84447,Recherche Data Gouv/Data INRAE/Glopack project/Work Package 2/UGENT
COOPBOX,99169,84447,Recherche Data Gouv/Data INRAE/Glopack project/Work Package 2/COOPBOX
Work Package 3,84448,84413,Recherche Data Gouv/Data INRAE/Glopack project/Work Package 3
UM,95665,84448,Recherche Data Gouv/Data INRAE/Glopack project/Work Package 3/UM
Work Package 4,84449,84413,Recherche Data Gouv/Data INRAE/Glopack project/Work Package 4
Work Package 5,84450,84413,Recherche Data Gouv/Data INRAE/Glopack project/Work Package 5
ECOZEPT,97548,84450,Recherche Data Gouv/Data INRAE/Glopack project/Work Package 5/ECOZEPT
CBHU,120254,84450,Recherche Data Gouv/Data INRAE/Glopack project/Work Package 5/CBHU
UMR Silva,86452,123960,Recherche Data Gouv/Data INRAE/UMR Silva
WOODSEER-ANR-19-CE10-0011,187918,86452,Recherche Data Gouv/Data INRAE/UMR Silva/WOODSEER-ANR-19-CE10-0011
UMR Eco&Sols,86720,123960,Recherche Data Gouv/Data INRAE/UMR Eco&Sols
UMR SMART,94801,123960,Recherche Data Gouv/Data INRAE/UMR SMART
GLOBAGRI,105964,94801,Recherche Data Gouv/Data INRAE/UMR SMART/GLOBAGRI
CONSOLE,150582,94801,Recherche Data Gouv/Data INRAE/UMR SMART/CONSOLE
COOPERATIVE STUDIES,619466,94801,Recherche Data Gouv/Data INRAE/UMR SMART/COOPERATIVE STUDIES
Odalim,95865,123960,Recherche Data Gouv/Data INRAE/Odalim
GAFL,95876,123960,Recherche Data Gouv/Data INRAE/GAFL
UR ASTER,96076,123960,Recherche Data Gouv/Data INRAE/UR ASTER
UREP,98012,123960,Recherche Data Gouv/Data INRAE/UREP
HYCAR,98507,123960,Recherche Data Gouv/Data INRAE/HYCAR
CAMELS-FR,193038,98507,Recherche Data Gouv/Data INRAE/HYCAR/CAMELS-FR
ORACLE research observatory,567622,98507,Recherche Data Gouv/Data INRAE/HYCAR/ORACLE research observatory
PEGASE,98963,123960,Recherche Data Gouv/Data INRAE/PEGASE
SOUNDWEL,99188,98963,Recherche Data Gouv/Data INRAE/PEGASE/SOUNDWEL
PROHEALTH,99220,98963,Recherche Data Gouv/Data INRAE/PEGASE/PROHEALTH
