name,global_id,entrepot,parent,Date_Création,Date_Update,Mots_clés,Sujet,Auteurs,Publication,PersistentUrl
Instruments scientifiques mentionnés dans les procès-verbaux du Bureau des longitudes (jusqu'à l'année 1895),doi:10.12763/OSWBDK,Projet ANR BDL1795-1932,univ-lorraine://10.12763/OSWBDK,2024-11-12T10:51:57Z,2024-12-06T17:29:49Z,"['Histoire des sciences', '19e siècle', 'Astronomie', 'Organisme scientifique', 'Équipement scientifique', 'Instrument de mesure', 'History of sciences', '19th century', 'Astronomy', 'Scientific organizations', 'Scientific equipment', 'Measuring instruments']","['Astronomy and Astrophysics', 'Arts and Humanities']","['Soulu, Frédéric']","['Bigourdan Guillaume (1928). « Le Bureau des Longitudes\u202f: Son histoire et ses travaux, de l’origine (1795) à ce jour », Annuaire du Bureau des Longitudes, p. A.1-A.72', 'Bigourdan Guillaume (1929). « Le Bureau des Longitudes\u202f: Son histoire et ses travaux, de l’origine (1795) à ce jour », Annuaire du Bureau des Longitudes, p. C.1-C.92', 'Bigourdan Guillaume (1930). « Le Bureau des Longitudes\u202f: Son histoire et ses travaux, de l’origine (1795) à ce jour », Annuaire du Bureau des Longitudes, p. A.1-A.110', 'Bigourdan Guillaume (1931). « Le Bureau des Longitudes\u202f: Son histoire et ses travaux, de l’origine (1795) à ce jour », Annuaire du Bureau des Longitudes, p. A.1-A.151', 'Bigourdan Guillaume (1932). « Le Bureau des Longitudes\u202f: Son histoire et ses travaux, de l’origine (1795) à ce jour », Annuaire du Bureau des Longitudes, p. A.1-A.117', 'Bigourdan Guillaume (1933). « Le Bureau des Longitudes\u202f: Son histoire et ses travaux, de l’origine (1795) à ce jour », Annuaire du Bureau des Longitudes, p. A.1-A.91', 'Cassini Jean-Dominique (1810). Mémoires pour servir à l’histoire des sciences et à celle de l’Observatoire Royal de Paris (…), Paris, Bleuet, p. 208-217', 'Howse Derek (1986). « The Greenwich List of Observatories - a World List of Astronomical Observatories Instruments and Clocks - 1670-1850 », Journal for the History of Astronomy, Vol.17, n°51, p. A1-A100']",https://doi.org/10.12763/OSWBDK
Entretien avec Anton Kaunas. Histoire de vie et expériences de déportation en URSS,doi:10.57745/GXSVFO,Entretiens - Mémoires européennes du Goulag,cnrs://10.57745/GXSVFO,2025-02-05T13:11:40Z,2025-05-20T12:32:16Z,"['Lituanie', 'Opération Surf', 'Village de peuplement spécial', 'Déporté en tant que ""koulak""', 'Transferts de population', 'Guerre mondiale (1939-1945)', 'Stalinisme', 'Travail forcé', 'Déportés', 'Déportations de masse (1939-1953)', 'Personnes déplacées', 'Goulag', 'URSS', ""Pays de l'Europe centrale et orientale"", 'Dégel en URSS', 'Retour de déportation', '20e siècle', 'Entretiens biographiques', 'Récits de vie']",['Social Sciences'],"['Kaunas, Anton', 'Koustova, Emilia', 'Blum, Alain']",,https://doi.org/10.57745/GXSVFO
Entretien avec Olga Vidlovska. Histoire de vie et expériences de déportation en URSS,doi:10.57745/2CVFEN,Entretiens - Mémoires européennes du Goulag,cnrs://10.57745/2CVFEN,2025-02-05T13:41:23Z,2025-05-20T12:34:10Z,"['Ukraine', 'Village de peuplement spécial', 'Transferts de population', 'Guerre mondiale (1939-1945)', 'Stalinisme', 'Travail forcé', 'Déportés', 'Déportations de masse (1939-1953)', 'Personnes déplacées', 'Goulag', 'URSS', ""Pays de l'Europe centrale et orientale"", 'Dégel en URSS', 'Retour de déportation', '20e siècle', 'Entretiens biographiques', 'Récits de vie']",['Social Sciences'],"['Vidlovska, Olga', 'Koustova, Emilia', 'Salakhova, Larissa']",,https://doi.org/10.57745/2CVFEN
Entretien avec Rimgaudas Ruzgys. Histoire de vie et expériences de déportation en URSS,doi:10.57745/2C0GAS,Entretiens - Mémoires européennes du Goulag,cnrs://10.57745/2C0GAS,2025-02-04T15:24:26Z,2025-05-20T12:30:11Z,"['Lituanie', 'Village de peuplement spécial', 'Déportation Avril 1940', 'Transferts de population', 'Guerre mondiale (1939-1945)', 'Stalinisme', 'Travail forcé', 'Déportés', 'Déportations de masse (1939-1953)', 'Personnes déplacées', 'Goulag', 'URSS', ""Pays de l'Europe centrale et orientale"", 'Dégel en URSS', 'Retour de déportation', '20e siècle', 'Entretiens biographiques', 'Récits de vie']",['Social Sciences'],"['Ruzgys, Rimgaudas', 'Mačiulytė, Jurgita', 'Augilius, Vykintas']",,https://doi.org/10.57745/2C0GAS
Conductivité électrique de l’électrolyte GDC10 en fonction de la pression partielle d'oxygène,doi:10.57745/KXUSEB,ICMCB,cnrs://10.57745/KXUSEB,2024-12-05T10:47:56Z,2024-12-10T13:55:29Z,"['Conductivité électrique', 'Électrode']","['Chemistry', 'Physics']","['Bonnet, Elise', 'Bassat, Jean-Marc']","['F. Ciacchi, K. Crane, et S. Badwal, « Evaluation of commercial zirconia powders for solid oxide fuel cells », Solid State Ion., vol. 73, no 1‑2, Art. no 1‑2, 1994, doi: 10.1016/0167-2738(94)90263-1.<br>', 'L. Navarro, F. Marques, et J. Frade, « n‐type conductivity in gadolinia‐doped ceria », J. Electrochem. Soc., vol. 144, no 1, p. 267‑273, 1997, doi: 10.1149/1.1837395.<br>', 'B. Dalslet, P. Blennow, P. V. Hendriksen, N. Bonanos, D. Lybye, et M. Mogensen, « Assessment of doped ceria as electrolyte », J. Solid State Electrochem., vol. 10, no 8, p. 547‑561, 2006, doi: 10.1007/s10008-006-0135-x.<br>', 'B. Steele, « Appraisal of Ce1−yGdyO2−y/2 electrolytes for IT-SOFC operation at 500°C », Solid State Ion., vol. 129, no 1‑4, p. 95‑110, 2000, doi: 10.1016/S0167-2738(99)00319-7.<br>', 'S. Wang, T. Kobayashi, M. Dokiya, et T. Hashimoto, « Electrical and ionic conductivity of Gd‐doped ceria », J. Electrochem. Soc., vol. 147, no 10, p. 3606, 2000, doi: 10.1149/1.1393946.<br>']",https://doi.org/10.57745/KXUSEB
Ensemble des fiches de résultats des modèles hydrologiques de surface du projet Explore2,doi:10.57745/DMFUXW,Explore2 - Fiches synthèses,inrae://10.57745/DMFUXW,2024-12-03T15:52:39Z,2025-01-23T12:18:20Z,"['fiche résultat', 'synthèse graphique', 'modélisation hydrologique', 'climate change', 'adaptation au changement climatique', 'climate change mitigation']",['Earth and Environmental Sciences'],"['Héraut, Louis', 'Vidal, Jean-Philippe', 'Évin, Guillaume', 'Sauquet, Éric']",,https://doi.org/10.57745/DMFUXW
Ensemble des fiches incertitudes des modèles hydrologiques de surface du projet Explore2,doi:10.57745/3LP5EN,Explore2 - Fiches synthèses,inrae://10.57745/3LP5EN,2024-12-03T16:46:23Z,2025-03-25T09:36:27Z,"['fiches incertitudes', 'synthèse graphique', 'incertitudes', 'modélisation hydrologique', 'climate change', 'adaptation au changement climatique', 'climate change mitigation']",['Earth and Environmental Sciences'],"['Évin, Guillaume']",,https://doi.org/10.57745/3LP5EN
Full acquisition of 100k & 50k terahertz time domain spectroscopy reference time  traces,doi:10.57745/Y35DYN,IEMN,univ-lille://10.57745/Y35DYN,2024-12-05T16:24:24Z,2024-12-16T08:39:36Z,"['Spectroscopy', 'Terahertz']","['Engineering', 'Physics']","['PERETTI, Romain', 'HANNOTTE, Théo', 'DENAKPO, Elsa', 'OSSEIRAN, Noureddin']",,https://doi.org/10.57745/Y35DYN
Oilseedrape_Pod_Pathogens,doi:10.57745/KED4OG,Oilseedrape_Pods_Pathogens,inrae://10.57745/KED4OG,2024-12-06T07:40:27Z,2024-12-06T09:49:04Z,"['Brassica napus', 'Botrytis cinerea', 'Erysiphe cruciferarum', 'Pseudocercosporella capsellae', 'Mycosphaerella brassicae', 'Pyrenopeziza brassicae', 'Leptosphaeria maculans', 'Alternaria brassicae']",['Agricultural Sciences'],"['Bousset, Lydia']",,https://doi.org/10.57745/KED4OG
Données dossiers individuels Prime Air Bois : rénovation des appareils de chauffage (3 intercommunalités iséroises),doi:10.57745/BKGR13,LESSEM,inrae://10.57745/BKGR13,2024-12-06T11:00:16Z,2024-12-06T13:00:21Z,"['household behaviour', 'air quality', 'incitations économiques', 'wood energy', 'Prime Air Bois']",['Social Sciences'],"['MACE, Gabriel']",,https://doi.org/10.57745/BKGR13
Données de réplication pour : Nutritional evaluation of two composite linseed-based ingredients for growing rabbits,doi:10.57745/WPZPSP,Data INRAE,inrae://10.57745/WPZPSP,2024-12-10T10:58:46Z,2024-12-10T11:19:18Z,"['Oryctolagus cuniculus', 'linseed', 'digestibility', 'animal nutrition']",['Agricultural Sciences'],"['SAVIETTO, Davi']",,https://doi.org/10.57745/WPZPSP
"Données de réplication pour : ""Combining Magnetic Resonance Imaging and X-ray microtomography to analyse water transfer in unsaturated expansive clay""",doi:10.57745/OZTHRZ,École nationale des ponts et chaussées,ecoledesponts://10.57745/OZTHRZ,2024-12-16T09:58:59Z,2024-12-16T10:03:12Z,,"['Earth and Environmental Sciences', 'Engineering']","['EIZAGUIRRE GARCIA, Pablo']",,https://doi.org/10.57745/OZTHRZ
"A freely accessible, adaptable hollow-fiber setup to reproduce first-order absorption: illustration with linezolid cerebrospinal fluid pharmacokinetic data",doi:10.57745/NRXPOP,Technologies pour la santé,inserm://10.57745/NRXPOP,2024-12-19T09:03:08Z,2025-01-07T14:56:57Z,"['Pharmacologie', 'Techniques in vitro', 'Microbiologie', 'Recherche médicalle translationnelle', 'Pharmacocinétique']","['Medicine, Health and Life Sciences']","['ARANZANA-CLIMENT, Vincent', 'PREBONNAUD, Noémie', 'CHAUZY, Alexia', 'GREGOIRE, Nicolas', 'DAHYOT-FIZELIER, Claire', 'ADIER, Christophe', 'MARCHAND, Sandrine']",,https://doi.org/10.57745/NRXPOP
Budbreak dataset from 239 cultivars of an apple core collection_ 2015 -2023,doi:10.57745/WP5VGZ,Architecture et Floraison des Espèces Fruitières,inrae://10.57745/WP5VGZ,2024-12-20T10:45:41Z,2024-12-20T11:03:40Z,"['Malus domestica', 'Pommier', 'apple', 'fruit tree', 'phenology', 'phenological stage', 'Budbreak', 'flowering', 'BBCH-scale', 'Arboriculture', 'Climate change', 'Phénologie', 'Débourrement', 'Floraison']","['Earth and Environmental Sciences', 'Agricultural Sciences']","['FARRERA, Isabelle', 'PEREZ, Guillaume', 'COSTES, Evelyne', 'ANDRES, Fernando']",,https://doi.org/10.57745/WP5VGZ
Projet ACV-Carbone (2022-2024),doi:10.57745/DYY4ND,GIS REVALIM,inrae://10.57745/DYY4ND,2024-12-30T15:20:33Z,2025-01-03T10:49:27Z,"['Climate change', 'Analyse de cycle de vie ACV', 'Changement de gestion des terres', ""Changement d'usage des terres"", 'Life cycle assessment', 'Land use change', 'Land management change']","['Earth and Environmental Sciences', 'Agricultural Sciences']","['Boton, Xavier', 'Nitschelm, Laure', 'van der Werf, Hayo']",,https://doi.org/10.57745/DYY4ND
Projet SOCLE (2014-2017),doi:10.57745/AJQCKL,GIS REVALIM,inrae://10.57745/AJQCKL,2024-12-30T15:34:38Z,2025-01-03T10:49:16Z,"['Climate change', 'Changement de gestion des terres', ""Changement d'usage des terres"", 'Analyse de cycle de vie ACV', 'Life cycle assessment', 'Land management change']","['Earth and Environmental Sciences', 'Agricultural Sciences']","['BESSOU, C.', 'BENOIST, A.', 'TAILLEUR, A.', 'GODARD, C.', 'GAC, A.', 'BOISSY, J.']",,https://doi.org/10.57745/AJQCKL
Emotional contagion of fear and joy from humans to horses using a combination of facial and vocal cues,doi:10.57745/Y50IJK,Experimental - Observation - Simulation,inrae://10.57745/Y50IJK,2024-12-20T13:10:44Z,2025-03-07T09:39:16Z,,['Agricultural Sciences'],"['Jardat, Plotine']",,https://doi.org/10.57745/Y50IJK
Entretien avec Silva Linarte. Histoire de vie et expériences de déportation en URSS,doi:10.57745/IRZJWK,Entretiens - Mémoires européennes du Goulag,cnrs://10.57745/IRZJWK,2025-02-05T14:06:10Z,2025-05-20T12:35:22Z,"['Lettonie', 'Déportation Juin 1941', 'Camp spécial', 'Double déportation', 'Transferts de population', 'Guerre mondiale (1939-1945)', 'Stalinisme', 'Travail forcé', 'Déportés', 'Déportations de masse (1939-1953)', 'Personnes déplacées', 'Goulag', 'URSS', ""Pays de l'Europe centrale et orientale"", 'Dégel en URSS', 'Retour de déportation', '20e siècle', 'Entretiens biographiques', 'Récits de vie']",['Social Sciences'],"['Linarte, Silva', 'Denis, Juliette', 'Blum, Alain']",,https://doi.org/10.57745/IRZJWK
"Raw data - Operando X-ray Absorption Study of TiO₂-Supported Au, Cu, and Au–Cu Catalysts for Butadiene Selective Hydrogenation",doi:10.57745/EQL6HT,Sorbonne Université,sorbonne-univ://10.57745/EQL6HT,2025-02-21T16:55:22Z,2025-05-02T07:55:04Z,"['X-ray Absorption Spectroscopy', 'catalysis', 'butadiene', 'hydrogenation', 'heterogeneous catalysis', 'Annular dark-field imaging']","['Chemistry', 'Physics']","['Wilson, Axel', 'Nassereddine, Abdallah', 'Delannoy, Laurent', 'Carrier, Xavier', 'Louis, Catherine', 'La Fontaine, Camille', 'Beauvois, Anthony', 'Nelayah, Jaysen']","['Quick-XAS - ROCK beamline - SOLEIL sunchrotron', 'JEOL ARM 200 CF - Matériaux et Phénomène Quantique - Université Paris Cité']",https://doi.org/10.57745/EQL6HT
ACEO vortices videos in a microfluidic channel with Top Bottom electrode configuration,doi:10.57745/WMMBS6,UMR AMPERE,ec-lyon://10.57745/WMMBS6,2025-02-17T17:09:01Z,2025-02-20T15:50:12Z,"['AC Electro-osmosis', 'Electrohydrodynamics', 'Microsystem', 'Vortice', 'Vortex']","['Engineering', 'Physics']","['Marchalot, Julien']",,https://doi.org/10.57745/WMMBS6
"Dataset of water interception and release of soluble carbon by mulches of Maize, Soybean, Rice and Pea residues under contrasting rain intensities",doi:10.15454/KQS5EK,Data INRAE,inrae://10.15454/KQS5EK,2020-09-14T08:59:45Z,2021-01-07T12:29:01Z,"['Carbon', 'Crop residue', 'No-Till', 'Rain regime']",['Earth and Environmental Sciences'],"['Thiébeau, Pascal', 'Girardin, Cyril', 'Recous, Sylvie']",,https://doi.org/10.15454/KQS5EK
Membrane processes for the concentration of VFAs occurring in effluents of biotechnological acidogenic processes,doi:10.15454/CXGQWC,UNIBO,inrae://10.15454/CXGQWC,2020-09-30T04:46:21Z,2020-12-01T15:48:55Z,"['nanofiltration', 'reverse osmosis', 'process modeling', 'DK1812-34D', 'AG1812-34D', 'NFS-3B-1812F']",['Chemistry'],"['Lorenzo Bertin', 'Joana Margarida Bendada Domingos', 'Elena Morselli', 'Gonzalo Agustin Martinez', 'Omar Atiq', 'Serena Bandini', 'Fabio Fava']",,https://doi.org/10.15454/CXGQWC
Replication data for: The Crucial Role of Domestic and International Market-Mediated Adaptation to Climate Change,doi:10.15454/HYUURI,Christophe Gouel Dataverse,inrae://10.15454/HYUURI,2020-09-21T09:56:52Z,2024-09-04T09:14:34Z,,"['Earth and Environmental Sciences', 'Social Sciences']","['Gouel, Christophe', 'Laborde, David']",,https://doi.org/10.15454/HYUURI
"Data for ""Factors shaping vaginal microbiota long-term community dynamics in young adult women""",doi:10.57745/FHQR9Z,CNRS Research Data,cnrs://10.57745/FHQR9Z,2024-05-24T11:12:51Z,2025-05-13T06:41:56Z,"['statistics', 'ecology', 'microbiota', 'vagina', 'population dynamics', 'host microbial interactions']","['Medicine, Health and Life Sciences']","['ALIZON, Samuel', 'KAMIYA, Tsukushi']",,https://doi.org/10.57745/FHQR9Z
Données pour AgroMetInfo,doi:10.57745/0F1QAN,AgroClim Dataverse,inrae://10.57745/0F1QAN,2024-05-03T12:25:21Z,2025-01-21T08:26:17Z,"['Indicateur', 'Changement climatique', 'Petite région agricole']",['Agricultural Sciences'],"['Le Roux, Renan']",,https://doi.org/10.57745/0F1QAN
Agricultural operations used in MEANS-InOut: characteristics useful for environmental assessment with LCA,doi:10.57745/TS0NTA,Plateforme MEANS,inrae://10.57745/TS0NTA,2024-04-19T06:05:51Z,2024-04-22T11:20:24Z,"['Standards', 'agricultural operations', 'agricultural machinery', 'Life Cycle Assessment (LCA)', 'Référentiels', 'opérations agricoles', 'machines agricoles', 'Analyse du cycle de vie (ACV)']",['Earth and Environmental Sciences'],"['Auberger, Julie', 'Malnoë, Caroline']","[""<p>The data were compiled by the MEANS platform team from several sources, the main ones being: Agribalyse database and its methodoloy: Koch P. and Salou T., 2014. AGRIBALYSE®: Methodology - Version 1.1. March 2014. Ed ADEME, Angers, France. 394 p. They are completed and updated by the MEANS platform team.</p>\n<p>Les données ont été compilées par l'équipe opérationnelle de la plateforme MEANS, à partir de plusieurs sources dont les principales sont la base de données Agribalyse et son rapport méthodologique : Koch P. and Salou T., 2014. AGRIBALYSE®: Rapport Méthodologique – Version 1.1. Mars 2014. Ed ADEME. Angers. France. 394 p. Elles sont complétées et mises à jour par l'équipe opérationnelle de la plateforme MEANS.</p>""]",https://doi.org/10.57745/TS0NTA
Characterisation tests of LFP 105Ah cells,doi:10.57745/G02IYE,4BLife,univ-gustave-eiffel://10.57745/G02IYE,2024-05-02T08:55:26Z,2024-08-21T09:02:29Z,"['li-ion battery', 'capacity', 'impedance', 'open circuit voltage', 'electrical characteristic', 'batterie lithium-ion']",['Engineering'],"['VON HOHENDORFF SEGER, Pedro', 'REDONDO-IGLESIAS, Eduardo']",,https://doi.org/10.57745/G02IYE
Survey data and visualisation script of the administrative burden of Galaxy small-scale admins,doi:10.57745/SQMQP1,OSUG,univ-grenoble-alpes://10.57745/SQMQP1,2024-05-21T14:06:24Z,2024-06-28T13:33:56Z,"['Workflow Management Systems', 'Workflow System']",['Computer and Information Science'],"['Visan, Vlad', 'Bernt, Matthias', 'Delisle, Lucille', 'Hotz, Hans-Rudolf']",,https://doi.org/10.57745/SQMQP1
Dataset of near-infrared spectroscopy measurements of rapeseed ground organs to predict nitrogen and carbon content,doi:10.57745/6VYUQN,UMR IGEPP,inrae://10.57745/6VYUQN,2024-05-06T06:29:57Z,2024-11-15T07:03:31Z,"['Brassica napus', 'abiotic stress', 'NIRS', 'model calibration', 'nitrogen content', 'carbon content']","['Chemistry', 'Agricultural Sciences']","['Rolland, Sophie', 'Leprince, Françoise', 'Guichard, Solenn', 'Le Cahérec, Françoise', 'Laperche, Anne', 'Nesi, Nathalie']",,https://doi.org/10.57745/6VYUQN
"Dataset for: ""Can vegetation clearing operations and reprofiling of bars be considered as an ecological restoration measure? Lessons from a 10-year vegetation monitoring program (Loire River, France)""",doi:10.57745/RO5UD2,Data INRAE,inrae://10.57745/RO5UD2,2024-05-23T13:20:15Z,2024-05-23T13:33:08Z,,['Earth and Environmental Sciences'],"['JANSSEN, Philippe']",,https://doi.org/10.57745/RO5UD2
A ready-to-use database for DADA2: Diat.barcode_rbcL_263bp_DADA2 based on Diat.barcode v12,doi:10.57745/XWJJGI,Data INRAE,inrae://10.57745/XWJJGI,2024-05-28T09:34:50Z,2024-06-10T10:53:15Z,,['Earth and Environmental Sciences'],"['RIMET, Frédéric']",,https://doi.org/10.57745/XWJJGI
"A benchmark for optimization algorithms, based on a real life problem: aircraft conflict resolution.",doi:10.57745/UDXH0D,ENAC,enac://10.57745/UDXH0D,2024-05-28T12:52:09Z,2024-07-08T10:45:41Z,"['combinatorial optimization', 'air traffic', 'conflict resolution']","['Engineering', 'Computer and Information Science', 'Mathematical Sciences']","['ALLIGNOL, Cyril', 'BARNIER, Nicolas', 'DURAND, Nicolas', 'ALLIGIER, Richard', 'ALLIOT, Jean-Marc']",,https://doi.org/10.57745/UDXH0D
Outils théoriques et méthodologiques pour l’évaluation et ajustement chemin faisant de la mobilisation de jeux sérieux afin d’accompagner les éleveurs dans leurs changements de pratiques,doi:10.57745/FSIMIQ,Data INRAE,inrae://10.57745/FSIMIQ,2024-05-31T08:45:18Z,2024-05-31T08:46:26Z,['jeux sérieux'],"['Social Sciences', 'Agricultural Sciences']","['Etienne, Rebecca', 'DERNAT, Sylvain', 'RIGOLOT, Cyrille', 'INGRAND, Stéphane']",,https://doi.org/10.57745/FSIMIQ
Preliminary data on Trichogramma sensitivity to Mythimna unipuncta kairomone,doi:10.57745/2GQZIV,Experimental - Observation - Simulation,inrae://10.57745/2GQZIV,2025-02-04T15:32:57Z,2025-02-05T15:45:39Z,,"['Earth and Environmental Sciences', 'Medicine, Health and Life Sciences', 'Computer and Information Science', 'Agricultural Sciences']","['Sokunle, Peju', 'Garnier, Élodie', 'Ris, Nicolas', 'Désiré, Sylvie', 'Bresch, Cécile', 'van Oudenhove, Louise']",,https://doi.org/10.57745/2GQZIV
Replication data for: Phase field study of the effective fracture energy increase during dynamic crack propagation in disordered heterogeneous materials.,doi:10.57745/GFMNHD,CNRS Research Data,cnrs://10.57745/GFMNHD,2025-03-10T12:36:43Z,2025-04-03T05:43:35Z,"['Fracture', 'Phase-field modeling']","['Engineering', 'Mathematical Sciences', 'Physics']","['HENRY, Herve']",,https://doi.org/10.57745/GFMNHD
Behavioral Measures on Sheep Exposed to Olfactory Stimuli in a Positive Context,doi:10.57745/XSND95,Data INRAE,inrae://10.57745/XSND95,2025-02-27T10:41:02Z,2025-03-31T08:06:28Z,"['Sheep, Cues, Predator, Wolf, Orange, Cadaverine']",['Agricultural Sciences'],"['ACHIN, Ines', 'PARIAS, Celine', 'MORSSE, Melody', 'MULOT, Baptiste', 'LEFORT, Gaelle', 'LOVE Scott', 'CHAILLOU Elodie']",,https://doi.org/10.57745/XSND95
A benchmark for elasto-plasticity in finite strain,doi:10.57745/HQJMYA,Université Paris-Saclay,upsaclay://10.57745/HQJMYA,2025-02-04T16:08:16Z,2025-02-12T15:03:31Z,"['Plasticity', 'Computer simulation', 'Neural netwoks model', 'Finite strain']","['Engineering', 'Computer and Information Science', 'Physics']","['Lesueur, Louis']","['The simulations were performed using the finite element software cast3m. The mesh of the paperclip is constructed directly in cast3m, and the mesh of the car hood is a CAD mesh.']",https://doi.org/10.57745/HQJMYA
"Dataset associated with the article ""New insights into visual word recognition : analyzing error distribution in typical readers""",doi:10.57745/VZ8HOR,SCALab,univ-lille://10.57745/VZ8HOR,2025-02-26T10:11:31Z,2025-02-26T13:06:35Z,"['error dynamics; lexical decision, visual word recognition, conditional accuracy function']",['Other'],['Mahé Gwendoline'],,https://doi.org/10.57745/VZ8HOR
Dual comb spectroscopy for 10 MHz acoustic wave sensing using a Fabry-Perot cavity,doi:10.57745/BTVXFV,Lillodata - Entrepôt de données de l'Université de Lille,univ-lille://10.57745/BTVXFV,2025-03-12T18:44:17Z,2025-03-21T13:26:58Z,"['Dual comb spectroscopy', 'electro-optic frequency comb', 'frequency comb', 'Fabry-Perot cavity']",['Physics'],"['Chatterjee, Debanuj', 'Etien, Louis', 'Boivinet, Simon', 'RIGNEAULT, Hervé', 'Chaigne, Thomas', 'Mussot, Arnaud']",,https://doi.org/10.57745/BTVXFV
Benchmarking dataset for markerless motion capture analysis,doi:10.57745/LQI2MJ,Data Univ. Gustave Eiffel,univ-gustave-eiffel://10.57745/LQI2MJ,2025-03-17T14:54:55Z,2025-04-07T09:34:58Z,"['Markerless motion analysis', 'motion analysis', 'Biomechanics']",['Engineering'],"['MULLER, Antoine', 'NAAIM, Alexandre', 'DUMAS, Raphael', 'ROBERT, Thomas']",,https://doi.org/10.57745/LQI2MJ
Genotyping of DNA pools of 166 maize landraces with 50K illumina array,doi:10.15454/D4JTKB,ThaliaDB maize Dataverse,inrae://10.15454/D4JTKB,2019-02-18T09:33:03Z,2023-06-16T13:39:32Z,,"['Earth and Environmental Sciences', 'Medicine, Health and Life Sciences', 'Agricultural Sciences']","['Nicolas, Stephane', 'Madur, Delphine', 'Combes, Valérie', 'Gouesnard, Brigitte', 'Charcosset, Alain']",,https://doi.org/10.15454/D4JTKB
Database to collect emission values for livestock systems : ELFE database,doi:10.15454/MHJPYT,Experimental - Observation - Simulation,inrae://10.15454/MHJPYT,2019-01-24T10:22:42Z,2019-11-21T13:30:23Z,"['Gas emissions', 'Greenhouse gas', 'Ammonia', 'Methane', 'Nitrous oxide', 'Livestock']","['Earth and Environmental Sciences', 'Agricultural Sciences']","['Hassouna, Melynda', 'Vigan Aurore', 'Guigand Nadine', 'Brame Coline', 'Edouard Nadège', 'Eglin Thomas', 'Espagnol Sandrine', 'Eugène Maguy', 'Génermont Sophie', 'Lagadec Solène', 'Lorinquer Elise', 'Loyon Laurence', 'Ponchant Paul', 'Robin Paul']",,https://doi.org/10.15454/MHJPYT
Preterm human breast milk nutriome microbiome exposome infant growth,doi:10.57745/4LZQ7L,Omics,inrae://10.57745/4LZQ7L,2025-03-20T10:21:03Z,2025-04-25T08:47:29Z,"['premature birth', 'LACTACOL project', 'targeted metabolomics', 'untargeted metabolomics', 'human milk', 'contaminants']","['Medicine, Health and Life Sciences']","['Alexandre-Gouabau, Marie Cécile', 'Boquien, Clair-Yves']",,https://doi.org/10.57745/4LZQ7L
A 2D Design Space defined with non-linear equations using different sampling methods with different number of data points,doi:10.57745/MYIYZU,Arts et Métiers Sciences et technologies - Arts et Metiers Institute of Technology,ensam://10.57745/MYIYZU,2025-04-15T09:06:02Z,2025-04-22T14:57:14Z,"['2D Design Space', 'Machine learning', 'Sampling']",['Engineering'],"['LOPEZ CABRERA, Manuel', 'ZOUHRI, Wahb', 'ZIMMER-CHEVRET, Sandra', 'DANTAN, Jean-Yves']",,https://doi.org/10.57745/MYIYZU
"Sanger sequencing of lambda cII mutants, obtained by fluctuation assay",doi:10.57745/TH0GZF,Omics,inrae://10.57745/TH0GZF,2025-04-25T09:34:14Z,2025-05-28T11:28:12Z,"['Bacteriophage lambda', 'Mutation rate', 'Fluctuation Assay', 'Sanger sequencing']","['Medicine, Health and Life Sciences']","['Lopez, Julien', 'Ventroux, Magali', 'De Paepe, Marianne', 'Elez, Marina']",,https://doi.org/10.57745/TH0GZF
The diversity of oligosaccharide composition in rabbit milk and its association with the development of the cecal microbiota and the survival of young rabbits,doi:10.57745/R1RMDJ,Experimental - Observation - Simulation,inrae://10.57745/R1RMDJ,2025-04-17T14:52:14Z,2025-04-26T15:18:51Z,,"['Medicine, Health and Life Sciences', 'Agricultural Sciences']","['Combes, Sylvie']",,https://doi.org/10.57745/R1RMDJ
DNA metabarcoding of a mock community of 189 fungal strains associated to plants and soils.,doi:10.15454/8CVWRR,Omics,inrae://10.15454/8CVWRR,2018-08-03T08:18:44Z,2025-01-17T15:16:42Z,,"['Earth and Environmental Sciences', 'Medicine, Health and Life Sciences']","['Pauvert, Charlie', 'Buée, Marc', 'Laval, Valérie', 'Edel-Hermann, Véronique', 'Fauchery, Laure', 'Gautier, Angélique', 'Lesur Kupin, Isabelle', 'Vallance, Jessica', 'Vacher, Corinne']",,https://doi.org/10.15454/8CVWRR
Oilseedrape_Multi_Cla_Field_Leaves,doi:10.57745/OKUEDY,Brassica_napus,inrae://10.57745/OKUEDY,2025-05-22T13:51:57Z,2025-05-22T15:55:00Z,"['INRAE', 'Botrytis cinerea', 'Neopseudocercosporella capsellae', 'Mycosphaerella brassicae', 'Leptosphaeria maculans', 'Alternaria brassicae', 'Leptosphaeria biglobosa', 'Pyrenopeziza brassicae', 'Erysiphe cruciferarum', 'IGEPP', 'Brassica napus', 'Hyaloperonospora parasitica']",['Agricultural Sciences'],"['Bousset-Vaslin, Lydia']",,https://doi.org/10.57745/OKUEDY
Walnut Trait Ontology,doi:10.15454/AV5RT2,Vocabulaires Ouverts,inrae://10.15454/AV5RT2,2018-10-23T19:47:22Z,2025-05-21T11:26:15Z,['Juglans regia'],['Agricultural Sciences'],"['Bernard, Anthony', 'Germain, Eric']",,https://doi.org/10.15454/AV5RT2
